Name,RA,DEC,l,b,extinct,eff_B-V,t,type,v,e_v,dist_Hf,bt,e_bt,Bmagt,it,e_it,ut,vt,modbest,e_modbest,dist_Mpc,logd25,hl_names(pgc),appDiam_arcsec,appDiam_kpc,est_vt,est_Vmagt,Sn,Ngc,sigma_G,mu_g,vis_GCs,pc_vis_GCs
NGC5236,204.25390050000001,-29.8656261,314.5836574,31.9728632,0.288,0.72,5.0,Sc,508.4,2.1,7.26285705566406,7.817,0.206,-20.633,,,7.847,7.214,28.45,0.024,4.897789914506,2.134,"2MASXJ13370091-2951567,ESO444-081,ESOLV4440810,FLASHJ133700.23-295204.5,HIPASSJ1337-29,IRAS13341-2936,IRAS13342-2933,LGG355:[G93]001,MCG-05-32-050,MESSIER083,MRC1334-296,NGC5236,PGC048082,UGCA366",816.8668094795697,19.396611257187267,7.214,-21.235999999999997,1.9071868811804507,595,3.2032999999999996,21.25,352,59.174
NGC5457,210.802368,54.349023,102.0373105,59.7712851,0.037,0.585,5.9,SABc,236.9,1.7,3.38428562709263,8.361,0.188,-20.899,,,,7.902,29.26,0.01,7.11213588618068,2.38,"2MASXJ14031258+5420555,ARP026,CGCG272-021,IRAS14013+5435,KIG0610,LGG371:[G93]001,MCG+09-23-028,MESSIER101,NGC5457,PGC050063,SDSSJ140312.52+542056.2,SDSSJ140312.54+542056.1,UGC08981,UZC140130+54350,VV344:,VV456",1439.299751411694,49.62788361082123,7.902,-21.358,2.037668687191399,711,3.2298999999999998,22.060000000000002,349,49.142
NGC5194,202.469547,47.195151,104.8514735,68.5608822,0.152,0.68,4.0,SABb,460.8,1.5,6.58285696847098,8.608,0.269,-21.059,,,,10.722,29.667,0.023,8.57827497548059,2.137,"2MASXJ13295269+4711429,ARP085:,CGCG246-008,IRAS13277+4727,KPG379A,LGG347:[G93]004,MCG+08-25-012,MESSIER051,NGC5194,PGC047404,UGC08493,UZC132748+47270,VV001:,VV403,WHIRLPOOL",822.5290596989121,34.207841608710915,10.722,-18.945,1.6145380980732398,61,3.2459,22.467000000000002,27,44.369
NGC4258,184.7399355,47.3038816,138.3198303,68.8422815,0.071,0.805,4.0,Sbc,454.2,6.1,6.48857160295759,9.124,0.137,-20.282,7.356,0.078,,9.293,29.406,0.011,7.60676548873228,2.23,"2MASXJ12185761+4718133,CGCG243-067,CGCG244-003,LGG290:[G93]004,MCG+08-22-104,MESSIER106,NGC4258,PGC039600,UGC07353,UZC121630+47350,VV448",1018.9461914770466,37.57731425206793,9.293,-20.113,1.3301679684841474,147,3.1681999999999997,22.206,69,47.407
NGC4594,189.997701,-11.6230104,298.4606796,51.1493432,0.221,1.025,1.1,Sa,1087.5,4.9,15.5357142857143,9.154,0.16,-20.519,7.05,0.1,9.684,8.587,29.673,0.06,8.60201245693679,1.927,"2MASXJ12395949-1137230,IRAS12373-1120,MCG-02-32-020,MESSIER104,NGC4594,PGC042407,SOMBRERO,UGCA293",507.167307096174,21.15075021643214,8.587,-21.086,1.7668745756751605,480,3.1918999999999995,22.473,211,43.971
NGC5055,198.95539649999998,42.0292782,105.997348,74.2877141,0.076,0.8,4.0,Sbc,507.9,2.6,7.25571419852121,9.323,0.039,-20.457,7.596,0.078,,8.614,29.78,0.015,9.03649759467101,2.073,"2MASXJ13154932+4201454,CGCG217-023,IRAS13135+4217,LGG347:[G93]002,MCG+07-27-054,MESSIER063,NGC5055,PGC046153,SDSSJ131549.26+420145.8,SUNFLOWER_GALAXY,UGC08334,UZC131330+42170",709.8249334350987,31.097526500491018,8.614,-21.166,1.8389983647045938,538,3.1856999999999998,22.580000000000002,230,42.766
NGC4472,187.444536,7.999724,286.9214915,70.195259,0.096,0.975,-4.8,E,978.7,8.3,13.9814287458147,9.346,0.121,-21.758,7.267,0.41,10.832,8.281,31.104,0.052,16.6264686699337,2.009,"2MASXJ12294679+0800014,ACSVCS001,ARP134,CGCG042-134,EVCC0755,GIN781,LGG292:[G93]015,MCG+01-32-083,MESSIER049,NGC4472,PGC041220,SDSSJ122946.76+080001.7,UGC07629,UZC122712+08160,VCC1226",612.5636902246079,49.37711683445284,8.281,-22.823,4.94462724825371,6657,3.3158000000000003,23.904,1880,28.247
NGC2903,143.04205199999998,21.5015656,208.710556,44.5403035,0.134,0.73,4.0,Sbc,555.4,1.3,7.93428606305804,9.526,0.099,-20.32,7.879,0.125,9.586,8.915,29.846,0.11,9.31537053255823,2.077,"2MASXJ09321011+2130029,AGC005079,CGCG122-014,HIPASSJ0932+21,IRAS09293+2143,KIG0347,MCG+04-23-009,NGC2903,NGC2905,PGC027077,SDSSJ093210.09+213008.2,UGC05079,UZC092924+21440",716.3928626785638,32.35384075209526,8.915,-20.931,1.6442250427583076,387,3.1719999999999997,22.646,162,41.917
NGC1023,40.0999395,39.0632533,145.0231603,-19.0892099,0.262,1.01,-2.6,E-S0,645.0,12.6,9.21428571428571,9.565,0.492,-20.337,7.72,0.1,10.125,9.473,29.902,0.14,9.55872759956555,1.869,"2MASXJ02402401+3903477,ARP135,CGCG523-083,LGG070:[G93]003,MCG+06-06-073,NGC1023,NGC1023:[TT2002]01,PGC010123,UGC02154,UZC023712+38510,[BTW2003]J0239+3905,[TT2009]01",443.76316503494263,20.56486177145938,9.473,-20.429000000000002,1.3900797368148687,206,3.1737,22.702,84,41.132
NGC4486,187.706364,12.3905194,283.7799792,74.49068,0.1,0.98,-4.3,E,1283.1,12.3,18.3299996512277,9.652,0.1,-21.472,8.04,0.139,10.909,8.998,31.124,0.065,16.7803150278178,1.852,"2MASXJ12304942+1223279,3C274,4C+12.45,ACSVCS002,ARP152,CGCG070-139,EVCC0786,GIN800,IRAS12282+1240,LGG289:[G93]012,M87,MCG+02-32-105,MESSIER087,MRC1228+126,NGC4486,PGC041361,SDSSJ123049.41+122328.1,UGC07654,UZC122818+12400,VCC1316,[RG2008]J187.70591+12.39114,[TH2002]001",426.7281081919975,34.71569140031724,8.998,-22.125999999999998,3.2301811604148725,2288,3.2872000000000003,23.924,637,27.845
NGC3627,170.0625345,12.9916041,241.960894,64.4186554,0.144,0.82,3.1,Sb,718.9,2.2,10.2700003487723,9.735,0.197,-20.56,7.81,0.06,9.935,10.312,30.295,0.04,11.4551298169274,2.012,"2MASXJ11201502+1259286,ADBSJ112020+1259,AGC006346,ARK288,ARP016,ARP317:,CGCG067-057,HIPASSJ1120+13A,IRAS11176+1315,LGG231:[G93]003,MCG+02-29-019,MESSIER066,MRC1117+132,NGC3627,PGC034695,SDSSJ112014.98+125929.4,UGC06346,UZC111736+13160,VV308:",616.8097788758841,34.255138241454134,10.312,-19.983000000000004,1.3253286756416855,130,3.1959999999999997,23.095000000000002,47,36.408
NGC4406,186.549081,12.9458098,279.08329,74.6366365,0.127,0.94,-4.8,E,-291.8,18.7,-4.16857125418527,9.736,0.133,-21.465,8.05,0.194,10.668,8.859,31.201,0.047,17.3860147094557,2.062,"2MASXJ12261181+1256454,ACSVCS004,AGC007532,ALFALFA1-315,CGCG070-072,EVCC0597,GIN780,M86,MCG+02-32-046,MESSIER086,NGC4406,PGC040653,SDSSJ122611.75+125646.3,UGC07532,UZC122342+13140,VCC0881,VIRGO:[TT2002]01,[RG2008]J186.54898+12.94622,[TH2002]003",692.0719546926551,58.334536563586944,8.859,-22.342,3.6922577533296135,3192,3.2865,24.001,864,27.083
NGC1068,40.669729499999995,-0.0132779,172.1038736,-51.9336851,0.144,0.78,3.0,Sb,1141.2,6.4,16.3028564453125,9.743,0.413,-20.373,7.49,0.1,9.833,9.285,30.116,0.341,10.5487219328509,1.786,"2MASXJ02424077-0000478,3C071,4C-00.13,AGC002188,ARP037,CGCG388-098,HIPASSJ0242+00,IRAS02401-0013,KUG0240-002,LGG073:[G93]002,MCG+00-07-083,MESSIER077,MRC0240-002,NGC1068,PGC010266,PKS0240-002,UGC02188,UZC024006-00130",366.5652149433432,18.746731256844587,9.285,-20.831,1.5766507459125023,338,3.1773,22.916,130,38.511
NGC4490,187.651425,41.6439942,137.9947267,74.8694167,0.094,0.425,7.0,SBcd,586.9,2.2,8.38428606305804,9.761,0.172,-20.306,,,9.932,9.725,30.067,0.88,10.3133531016079,1.827,"2MASXJ12303636+4138370,ARP269:,CGCG216-008,IRAS12281+4154,IRAS12281+4155,KPG341B,KUG1228+419,LGG290:[G93]008,MCG+07-26-014,NGC4490,PGC041333,PGC089542,SDSSJ123036.23+413840.7,UGC07651,UZC122806+41550,VV030:,WSRT-CVN67A",402.85731175557135,20.143066956098913,9.725,-20.342,1.3664354202564937,187,3.1706000000000003,22.867,73,39.395
NGC4649,190.9165035,11.5527063,295.8728588,74.31781,0.114,1.0,-4.6,E,1107.3,15.4,15.8185721261161,9.793,0.064,-21.366,8.007,0.162,11.37,8.79,31.159,0.068,17.0529720146776,1.831,"2MASXJ12434000+1133093,ACSVCS003,ARP116:,CGCG071-016,EVCC1101,KPG353B,LGG292:[G93]026,M60,MCG+02-33-002,MESSIER060,NGC4649,NIBLES1717,PGC042831,SDSSJ124339.97+113309.7,UGC07898,UZC124106+11500,VCC1978,VV206:,[RG2008]J190.91656+11.55271,[TH2002]002",406.584904566405,33.61443288566295,8.79,-22.369,3.754246201941214,3327,3.2766,23.959,913,27.453
NGC3521,166.453122,-0.0347594,255.5314927,52.8305617,0.249,0.895,4.0,SABb,801.6,2.7,11.4514282226563,9.896,0.208,-20.57,7.835,0.068,10.126,9.109,30.466,0.289,12.3936697838802,1.92,"2MASXJ11054859-0002092,AGC006150,CGCG010-074,HIPASSJ1105-00,IRAS11032+0014,KIG0461,MCG+00-28-030,MGC96918,MRC1103+002,NGC3521,PGC033550,UGC06150,UZC110318+00150",499.0582626616025,29.986489759992494,9.109,-21.357,2.036537932376973,710,3.197,23.266000000000002,245,34.557
NGC4725,192.61087500000002,25.50075,295.0800318,88.3572668,0.051,0.895,2.2,SABa,1207.5,1.5,17.25,9.924,0.148,-20.482,8.165,0.051,,9.384,30.406,0.026,12.0559108397399,1.987,"2MASXJ12502661+2530027,ADBSJ125029+2530,AGC007989,CGCG129-027,HIPASSJ1250+25,IRAS12478+2545,IRAS12480+2547,KUG1247+257B,MCG+04-30-022,NGC4725,PGC043451,UGC07989,UZC124800+25460",582.3059803472938,34.03499857229443,9.384,-21.022,1.7135398624423033,439,3.1882,23.206,154,35.17
NGC4382,186.35000399999998,18.190178,267.713793,79.2363224,0.131,0.895,-1.3,S0-a,718.7,10.7,10.267143031529,9.943,0.193,-21.299,8.12,0.288,10.92,9.046,31.242,0.041,17.7174051303927,1.842,"2MASXJ12252405+1811278,ACSVCS005,CGCG099-045,EVCC0554,GIN779,KPG334A,LGG292:[G93]035,M85,MCG+03-32-029,MESSIER085,NGC4382,PGC040515,UGC07508,UZC122254+18280,VCC0798,[TH2002]004",417.01459055327814,35.820020100924836,9.046,-22.196,3.373425780769253,2549,3.2699,24.042,677,26.579
NGC3628,170.07075450000002,13.5896273,240.8512306,64.7808101,0.117,0.84,3.1,SBb,845.1,1.3,12.0728567940848,9.975,0.188,-20.239,,,,9.451,30.214,0.339,11.0357064668089,2.043,"2MASXJ11201701+1335221,ADBSJ112026+1334,AGC006350,ARP317:,CGCG067-058,HIPASSJ1120+13B,IRAS11176+1351,LGG231:[G93]004,MCG+02-29-020,MRC1117+138,NGC3628,PGC034697,SDSSJ112017.01+133522.8,UGC06350,UZC111742+13520,VV308:",662.447171941244,35.442622545324,9.451,-20.762999999999998,1.5356995296523337,310,3.1639,23.014,116,37.48
NGC4321,185.7286665,15.8222492,271.1362395,76.8987614,0.113,0.71,4.0,SABb,1574.0,1.6,22.4857142857143,10.011,0.12,-21.003,8.657,0.252,10.895,9.473,31.014,0.025,15.9514434209172,1.785,"2MASXJ12225489+1549205,AGC007450,ALFALFA1-289,CGCG099-030,EVCC0467,HIPASSJ1222+15,IRAS12203+1606,IRAS12204+1605,KUG1220+160,LGG289:[G93]057,M100,MCG+03-32-015,MESSIER100,NGC4321,NIBLES1641,PGC040153,SDSSJ122254.91+154920.2,UGC07450,UZC122024+16060,VCC0596,[TH2002]006",365.72213834410144,28.283014556869983,9.473,-21.540999999999997,2.2621293238528324,935,3.2403000000000004,23.814,268,28.721
NGC4374,186.26543999999998,12.8871094,278.2038108,74.4783953,0.176,1.0,-4.4,E,999.2,27.5,14.2742858886719,10.011,0.119,-21.535,8.369,0.123,11.23,9.792,31.546,0.036,20.3797994234386,1.87,"2MASXJ12250377+1253130,3C272.1,4C+13.47,ACSVCS006,CGCG070-058,EVCC0539,GIN778,IRAS12224+1309,LGG292:[G93]005,M84,MCG+02-32-034,MESSIER084,MRC1222+131,NGC4374,PGC040455,SDSSJ122503.74+125312.8,UGC07494,UZC122230+13100,VCC0763,VIRGO:[TT2002]02,[RG2008]J186.26560+12.88692,[TH2002]005",444.78614478055067,43.946633781553565,9.792,-21.753999999999998,2.5689125265805615,1292,3.2935,24.346,307,23.764
NGC4636,190.706964,2.6887035,297.7463689,65.4737129,0.124,0.91,-4.8,E,925.3,21.9,13.2185712541853,10.042,0.222,-20.696,9.431,0.811,13.533,9.993,30.738,0.103,14.0475366534995,1.803,"2MASXJ12424986+0241160,CGCG043-002,EVCC1078,LGG292:[G93]049,MCG+01-32-137,NGC4636,PGC042734,SDSSJ124249.69+024115.5,SDSSJ124249.82+024115.9,UGC07878,UZC124018+02580,VCC1939",381.19855911104617,25.961266969062216,9.993,-20.744999999999997,1.5255231110619434,302,3.2096,23.538,95,31.46
NGC4565,189.086598,25.9875214,230.7584808,86.4378365,0.067,0.97,3.2,Sb,1226.2,1.7,17.5171421595982,10.055,0.243,-20.353,,,,10.856,30.408,0.014,12.0670243531695,2.224,"2MASXJ12362080+2559146,ADBSJ123606+2602,AGC007772,CGCG129-010,FGC1471,IRAS12338+2615,KUG1233+262,LGG294:[G93]003,MCG+04-30-006,NGC4565,PGC042038,PGC1758217,RFGC2335,SDSSJ123620.76+255915.5,UGC07772,UZC123348+26150",1004.965725615863,58.79303752506377,10.856,-19.552,1.3817123272233403,91,3.1753,23.208000000000002,32,35.442
NGC2841,140.511066,50.9766176,166.9419264,44.1513729,0.066,0.935,2.9,SBb,635.4,1.8,9.07714320591518,10.064,0.122,-21.006,8.694,0.675,12.672,10.179,31.07,0.027,16.3681629139186,1.839,"2MASXJ09220265+5058353,CGCG265-006,IRAS09185+5111,KIG0324,MCG+09-16-005,NGC2841,PGC026512,SDSSJ092202.67+505835.9,UGC04966,UZC091830+51120",414.1438823041451,32.86439548811954,10.179,-20.891,1.616130307201388,367,3.2405999999999997,23.87,103,28.197
NGC3623,169.7329605,13.092309,241.33134,64.221667,0.108,0.975,1.0,Sa,801.6,1.2,11.4514282226563,10.139,0.135,-20.409,8.04,0.1,10.589,9.316,30.548,0.274,12.8706377522373,1.883,"2MASXJ11185595+1305319,ADBSJ111852+1305,AGC006328,ARP317:,CGCG067-054,IRAS11163+1322,LGG231:[G93]002,MCG+02-29-018,MESSIER065,NGC3623,PGC034612,SDSSJ111855.91+130532.3,UGC06328,UZC111618+13220,VV308:",458.3014701466144,28.5973490586133,9.316,-21.232,1.9031608140273875,591,3.1809000000000003,23.348,198,33.529
NGC4303,185.47841400000001,4.4737765,284.3698563,66.275705,0.097,0.635,4.0,Sbc,1566.8,2.1,22.3828578404018,10.159,0.06,-20.292,9.12,0.1,10.68,10.254,30.451,0.102,12.3083558207998,1.838,"2MASXJ12215494+0428249,AGC007420,CGCG042-045,EVCC0429,HIPASSJ1221+04,IRAS12193+0444,IRAS12194+0444,LGG287:[G93]002,MCG+01-32-022,MESSIER061,MRC1219+047,NGC4303,PGC040001,SDSSJ122154.92+042825.6,UGC07420,UZC121918+04450,VCC0508",413.1913778065657,24.656177733157506,10.254,-20.197000000000003,1.3392359742731514,160,3.1692,23.251,55,34.713
NGC0676,27.238854,5.9076449,147.8817385,-54.154219,0.263,0.83,0.1,S0-a,1505.8,1.3,21.5114292689732,10.161,0.462,-21.478,,,,,31.639,0.752,21.2715916757337,1.44,"2MASXJ01485731+0554215,AGC001270,ARK057,CGCG412-028,HIPASSJ0149+05,MCG+01-05-034,NGC0676,PGC006656,PGC1291146,UGC01270,UZC014618+05400",165.25372220028999,17.042201544322584,9.619160737221264,-22.019839262778735,3.024548463336373,1943,3.2878,24.439,444,22.853
NGC4569,189.20808,13.1633946,288.4689963,75.6233897,0.202,0.81,2.4,Sab,-220.1,2.0,-3.14428580147879,10.176,0.145,-20.194,9.02,0.077,11.473,10.674,30.37,0.35,11.8576920644465,1.96,"2MASXJ12364981+1309463,AGC007786,ALFALFA1-370,ARP076,CGCG070-192,EVCC2184,IRAS12343+1326,MCG+02-32-155,MESSIER090,NGC4569,PGC042089,UGC07786,UZC123418+13260,VCC1690,[RG2008]J189.20747+13.16294",547.2065036135458,31.457621096705005,10.674,-19.696,1.351321540686854,102,3.1593999999999998,23.17,36,35.638
NGC3379,161.95665300000002,12.5816381,233.4901852,57.6328171,0.106,0.975,-4.8,E,918.9,14.9,13.1271432059152,10.227,0.173,-20.043,,,10.757,9.267,30.27,0.011,11.3240060195459,1.689,"2MASXJ10474959+1234538,CGCG066-018,GIN773,LEO1:[TT2002]02,LEO_GROUP:[FS90]025,LGG217:[G93]004,MCG+02-28-011,MESSIER105,NGC3379,NIBLES1105,PGC032256,SDSSJ104749.60+123453.9,UGC05902,UZC104512+12510",293.1914156057002,16.096290476804754,9.267,-21.003,1.6984405858116816,427,3.1443000000000003,23.07,156,36.628
NGC4697,192.149694,-5.8007715,301.6330594,57.0638182,0.128,0.94,-4.5,E,1240.5,3.0,17.7214285714286,10.25,0.44,-20.187,7.89,0.114,10.64,9.369,30.437,0.078,12.2292565230771,1.854,"2MASXJ12483590-0548030,GIN796,LGG314:[G93]003,MCG-01-33-010,NGC4697,PGC043276,UGCA300",428.69779564530813,25.417086339534862,9.369,-21.068,1.7514859749860534,468,3.1587000000000005,23.237000000000002,162,34.721
NGC4699,192.259104,-8.6643056,301.917169,54.2027174,0.148,0.92,2.9,SABb,1395.3,2.7,19.9328578404018,10.382,0.152,-21.426,8.585,0.071,10.742,9.53,31.808,0.355,22.9932368483722,1.601,"2MASXJ12490218-0839514,6dFJ1249022-083952,HIPASSJ1249-08,IRAS12464-0823,LGG307:[G93]005,MCG-01-33-013,NGC4699,PGC043321,UGCA301",239.41494141728523,26.68860181342833,9.53,-22.278,3.5491184976793875,2892,3.2825999999999995,24.608,615,21.294
NGC4254,184.7067315,14.4167921,270.4303838,75.1900577,0.168,0.67,5.2,Sc,2407.4,8.0,34.3914271763393,10.396,0.05,-20.374,9.08,0.269,10.911,9.841,30.77,1.127,14.2560789413165,1.702,"2MASXJ12184962+1424593,AGC007345,ALFALFA1-248,CGCG098-144,CGCG099-011,EVCC0319,HIPASSJ1218+14,IRAS12162+1441,LGG285:[G93]011,MCG+03-31-099,MESSIER099,MRC1216+146,NGC4254,PGC039578,PIN-WHEEL_NEBULA,SDSSJ121849.60+142459.4,UGC07345,UZC121618+14420,VCC0307",302.1003652727428,20.87977434624765,9.841,-20.929000000000002,1.64278622301822,386,3.1773999999999996,23.57,119,31.039
NGC4579,189.431379,11.8181349,290.3969999,74.3551825,0.176,0.905,2.8,Sb,1516.9,1.8,21.6700003487723,10.438,0.096,-21.089,8.865,0.11,11.588,10.297,31.527,0.194,20.2022660164659,1.7,"2MASXJ12374359+1149051,AGC007796,CGCG070-197,EVCC0965,IRAS12351+1205,IRAS12352+1205,LGG289:[G93]047,M58,MCG+02-32-160,MESSIER058,NGC4579,PGC042168,SDSSJ123743.52+114905.4,UGC07796,UZC123512+12050,VCC1727,[RG2008]J189.43137+11.81818,[TH2002]007",300.71234017636334,29.45274617931728,10.297,-21.23,1.9011537073300815,590,3.2489,24.327,139,23.694
NGC3992,179.399919,53.374515,140.0917048,61.9234268,0.127,0.835,4.0,Sbc,1047.2,1.8,14.9599993024554,10.479,0.218,-21.469,8.866,0.078,10.679,9.883,31.948,0.274,24.5244903437244,1.849,"2MASXJ11573598+5322282,CGCG269-023,IRAS11549+5339,IRAS11550+5339,LGG258:[G93]006,MCG+09-20-044,MESSIER109,NGC3992,PGC037617,PGC2439331,UGC06937,UZC115500+53390",423.79053255777717,50.387835180350656,9.883,-22.065,3.110331712887273,2083,3.2869,24.748,418,20.086
NGC4365,186.1169205,7.3167467,283.8058084,69.1809144,0.093,0.98,-4.8,E,1221.0,3.0,17.4428571428571,10.5,0.081,-21.307,9.01,0.1,11.681,9.433,31.807,0.049,22.9826361359976,1.709,"2MASXJ12242822+0719030,ACSVCS007,CGCG042-083,EVCC0518,GIN777,LGG289:[G93]029,MCG+01-32-048,NGC4365,PGC040375,SDSSJ122428.25+071904.0,UGC07488,UZC122154+07350,VCC0731",307.0091013241847,34.207831993665216,9.433,-22.374,3.7658305760802477,3353,3.2706999999999997,24.607,711,21.214
NGC5005,197.73447,37.058994,101.6131452,79.2492301,0.061,0.9,4.0,SABb,948.4,6.9,13.5485717773437,10.539,0.088,-21.121,8.582,0.064,10.849,10.709,31.66,0.05,21.4783032320395,1.683,"2MASXJ13105631+3703321,CGCG189-035,IRAS13086+3719,LGG334:[G93]003,MCG+06-29-052,NGC5005,PGC045749,PGC2092196,SDSSJ131056.27+370332.3,UGC08256,UZC130836+37190",289.16867857507646,30.111034657569906,10.709,-20.951,1.658811829508636,398,3.2520999999999995,24.46,89,22.443
NGC1398,54.717062999999996,-26.3377639,221.5364872,-52.7839728,0.058,0.965,2.0,SBab,1399.3,4.3,19.9900006975446,10.552,0.112,-21.317,8.39,0.077,10.982,9.555,31.869,0.336,23.648298370442,1.842,"2MASXJ03385213-2620162,6dFJ0338521-262016,ESO482-022,ESOLV4820220,HIPASSJ0338-26,IRAS03367-2629,MCG-04-09-040,NGC1398,PGC013434",417.01459055327814,47.810755398306185,9.555,-22.314,3.628979933083997,3057,3.2717,24.669,633,20.715
NGC4526,188.51254500000002,7.6992614,290.1592399,70.1386088,0.096,0.975,-1.9,S0,577.1,11.4,8.24428536551339,10.553,0.088,-20.375,10.11,1.472,12.574,9.593,30.928,0.031,15.3320384350214,1.842,"2MASXJ12340302+0741569,ACSVCS008,AGC007718,CGCG042-155,EVCC0884,IRAS12315+0758,LGG288:[G93]012,MCG+01-32-100,NGC4526,PGC041772,SDSSJ123402.98+074157.4,SDSSJ123402.98+074157.5,UGC07718,UZC123130+07580,VCC1535",417.01459055327814,30.997424334363913,9.593,-21.335,2.0119197907853277,688,3.1775,23.728,201,29.273
NGC4535,188.584509,8.1979829,290.071115,70.6415277,0.084,0.72,5.0,Sc,1962.1,1.1,28.0299996512277,10.564,0.126,-20.309,9.958,1.213,14.56,9.895,30.873,0.023,14.9485764983778,1.911,"2MASXJ12342031+0811519,AGC007727,CGCG042-159,EVCC0892,HIPASSJ1234+08,IRAS12317+0828,IRAS12318+0828,LGG296:[G93]003,MCG+01-32-104,NGC4535,PGC041812,SDSSJ123420.28+081152.7,UGC07727,UZC123148+08280,VCC1555",488.8225704125038,35.42627972726824,9.895,-20.978,1.6790797254269592,413,3.1709000000000005,23.673000000000002,122,29.774
NGC1232,47.439398999999995,-20.5790414,208.7725912,-57.8090732,0.113,0.73,5.0,SABc,1610.0,15.6,23.0,10.565,0.077,-20.432,9.254,0.128,10.565,10.107,30.997,0.285,15.8270490436451,1.832,"2MASXJ03094551-2034454,6dFJ0309454-203445,AGC022364,ARP041,ESO547-014,ESOLV5470140,HIPASSJ0309-20,IRAS03075-2046,MCG-04-08-032,NGC1232,PGC011819",407.52217957031075,31.26983987798441,10.107,-20.89,1.6154462489374737,366,3.1832000000000003,23.797,104,28.531
NGC4621,190.509333,11.6472733,294.3632245,74.3623888,0.14,0.975,-4.8,E,438.3,12.7,6.26142839704241,10.567,0.076,-20.276,8.917,0.187,11.818,9.559,30.843,0.047,14.7434826278526,1.658,"2MASXJ12420232+1138489,ACSVCS009,CGCG070-223,EVCC2207,M59,MCG+02-32-183,MESSIER059,NGC4621,PGC042628,SDSSJ124202.25+113848.8,UGC07858,UZC123930+11550,VCC1903,[RG2008]J190.50940+11.64691,[TH2002]008",272.9928360900291,19.513078498153135,9.559,-21.284,1.9567389461213907,638,3.1676,23.643,192,30.106
NGC4753,193.091586,-1.1995791,303.4209369,61.6712817,0.144,0.985,-1.3,S0-a,1242.8,73.4,17.7542864118304,10.572,0.165,-20.928,8.693,0.22,11.751,9.664,31.5,0.14,19.9526231496888,1.812,"2MASXJ12522211-0111588,CGCG015-029,EVCC2237,IRAS12498-0055,LGG315:[G93]003,MCG+00-33-016,NGC4753,PGC043671,SDSSJ125222.06-011158.4,UGC08009,UZC124948-00560,[FN2007]1275",389.18066012894303,37.646595635226134,9.664,-21.836,2.700627997252468,1465,3.2328,24.3,347,23.697
NGC1395,54.623766,-23.0274404,216.2115164,-52.1207016,0.1,0.985,-4.9,E,1701.4,12.4,24.3057146344866,10.598,0.159,-21.289,9.05,0.071,11.178,9.655,31.887,0.16,23.8451372237126,1.683,"2MASXJ03382978-2301396,6dFJ0338297-230139,ESO482-019,ESOLV4820190,LGG097:[G93]009,MCG-04-09-039,NGC1395,PGC013419",289.16867857507646,33.42916549789029,9.655,-22.232,3.4495022092003182,2694,3.2689000000000004,24.687,552,20.497
NGC4125,182.0248725,65.1741769,130.1898211,51.3390977,0.082,0.935,-4.8,E,1389.0,27.1,19.8428571428571,10.639,0.083,-21.234,,,11.129,9.709,31.873,0.234,23.6918971292632,1.769,"2MASXJ12080601+6510268,CGCG315-019,IRAS12055+6527,IRAS12056+6527,LGG274:[G93]002,MCG+11-15-027,NGC4125,PGC038524,SDSSJ120805.88+651027.5,UGC07118,UZC120536+65270",352.49361151786593,40.487927582497015,9.709,-22.164,3.3071792392038333,2426,3.2634,24.673000000000002,499,20.586
NGC4552,188.9160405,12.5562424,287.9332108,74.9667268,0.178,1.0,-4.6,E,323.1,4.1,4.61571437290737,10.678,0.086,-20.299,9.05,0.175,12.119,10.078,30.977,0.047,15.6819424799494,1.91,"2MASXJ12353988+1233217,ACSVCS010,CGCG070-184,EVCC2176,M89,MCG+02-32-149,MESSIER089,NGC4552,PGC041968,SDSSJ123539.80+123322.8,UGC07760,UZC123306+12500,VCC1632,[RG2008]J188.91587+12.55634,[TH2002]009",487.6983096984594,37.07879107099988,10.078,-20.899,1.6216348171085428,371,3.1699,23.777,106,28.66
NGC4494,187.8501255,25.7749722,228.5963267,85.3157841,0.09,0.91,-4.8,E,1320.1,13.2,18.8585710797991,10.683,0.088,-20.431,,,11.133,9.803,31.114,0.137,16.7032147229697,1.638,"2MASXJ12312403+2546299,CGCG129-005,GIN784,LGG294:[G93]001,MCG+04-30-002,NGC4494,PGC041441,UGC07662,UZC122854+26030",260.70613450294286,21.11182480885305,9.803,-21.311,1.9856250683827739,664,3.1831000000000005,23.914,181,27.384
NGC1407,55.0496505,-18.5804571,209.6364676,-50.3836936,0.296,1.03,-4.5,E,1791.4,12.3,25.5914289202009,10.692,0.186,-21.527,8.755,0.075,,9.646,32.219,0.243,27.7843572197159,1.777,"2MASXJ03401190-1834493,ESO548-067,ESOLV5480670,LGG100:[G93]004,MCG-03-10-030,NGC1400_GROUP:[FS90]055,NGC1407,NGC1407:[TT2002]01,PGC013505",359.04695703619177,48.36442883157851,9.646,-22.573,4.253987896071521,4549,3.2927,25.019000000000002,815,17.927
