name,objid,candid,ra,dec,distnr,gals,consolid,tnsid,tnstype,tnsdiscoverydate,tnsdiscoverymag,simbadid,gaiadesignation,gaiaprllx,gaiadist,location
ZTF22ablnrcv_2182430591915015001,ZTF22ablnrcv,2182430591915015001,144.8254524,32.3107638,5.803201198577881,NGC2944 / PGC027534,2022xav,2022xav,SN II,2022-10-06 11:22:33.600,18.8,,,,,spiral
ZTF19acryurj_1137111823115015011,ZTF19acryurj,1137111823115015011,13.5944366,31.6699893,3.426659345626831,UGC00548,2019ust,2019ust,SN II,2019-11-13 06:57:23.000,19.22,,,,,spiral
ZTF21aasuego_1571274824015015001,ZTF21aasuego,1571274824015015001,195.3899658,27.8319474,4.505518436431885,NGC4923,2021inl,2021inl,SN Ib-pec,2021-04-07 05:43:42.997,19.4884,AT 2021inl,,,,halo
ZTF23aablgzj_2351269503215015021,ZTF23aablgzj,2351269503215015021,232.5068224,12.9880468,2.159553050994873,NGC5936,2023awp,2023awp,SN IIn,2023-01-27 10:48:00.000,19.58,,,,,spiral
ZTF20aaophpu_1209172434015015009,ZTF20aaophpu,1209172434015015009,120.2058467,27.4989431,2.2244386672973633,IC2217,2020cvy,2020cvy,SN II,2020-02-19 04:34:09.000,19.16,,,,,spiral
ZTF22abnqomh_2159139233015015017,ZTF22abnqomh,2159139233015015017,264.7348469,74.8311763,4.040025234222412,UGC10949,2022ydr,2022ydr,SN Ia,2022-10-18 05:19:40.800,20.32,,,,,halo
ZTF19adcfsad_1160404944015015001,ZTF19adcfsad,1160404944015015001,186.112505,13.2330382,1.1823171377182007,PGC040372,2019yvs,2019yvs,SN Ib/c,2019-12-28 13:24:57.000,18.781,,,,,spiral
ZTF20abvqykd_1424273991115010025,ZTF20abvqykd,1424273991115010025,39.8350884,1.1113043,7.064288139343262,NGC1032,,,,,,,,,,halo
ZTF19acmbcxo_1777465382115015032,ZTF19acmbcxo,1777465382115015032,130.8762597,3.6075978,2.329805612564087,UGC04553,,,,,,,,,,bulge
ZTF22abivkuq_2140142386315015007,ZTF22abivkuq,2140142386315015007,258.3481451,42.8984824,0.9123997688293457,UGC10765,2022wgj,2022wgj,SN Ia,2022-09-29 05:30:04.608,19.095,,,,,spiral
ZTF19acxxwrs_1121289462715015010,ZTF19acxxwrs,1121289462715015010,166.1532081,45.977773,2.5071444511413574,UGC06136,2019wep,2019wep,SN II-pec,2019-12-07 23:16:30.000,18.2,SN 2019wep,,,,spiral
ZTF22abtdbnx_2225453194515015014,ZTF22abtdbnx,2225453194515015014,174.6366815,-1.1817341,6.212583065032959,UGC06608,2022zvr,2022zvr,SN Ia,2022-11-10 12:42:49.000,17.6804,,,,,spiral
ZTF22aaaowlo_1999208743315015076,ZTF22aaaowlo,1999208743315015076,208.5609774,-1.4441562,4.612517833709717,NGC5345,2022ces,2022ces,SN II,2022-02-12 14:23:02.112,18.57,,,,,spiral
ZTF23aabtgej_2323170302515015012,ZTF23aabtgej,2323170302515015012,134.0462977,-3.3257743,7.69968843460083,NGC2708,2023bee,2023bee,SN Ia,2023-02-01 17:59:54.816,17.2621,AT 2023bee,,,,spiral
ZTF19aatesgp_925202891015015002,ZTF19aatesgp,925202891015015002,185.7331391,15.8264653,3.109044075012207,NGC4321,2019ehk,2019ehk,SN Ib,2019-04-29 22:27:50.000,16.5,SN 2019ehk,,,,spiral
ZTF20aaaxftt_1445454670815010016,ZTF20aaaxftt,1445454670815010016,134.7027923,-4.9048249,1.2284576892852783,NGC2721,,,,,,,,,,halo
ZTF22abjvyib_2170170522415015016,ZTF22abjvyib,2170170522415015016,354.4694693,-3.4900751,3.7578492164611816,PGC071954,2022wsr,2022wsr,SN II,2022-10-02 06:27:21.600,17.86,,,,,spiral
ZTF18aanbylk_2217388636115015013,ZTF18aanbylk,2217388636115015013,218.0234714,57.9214275,1.7401621341705322,NGC5678,[ZBF2015] NGC5678  77,,,,,[ZBF2015] NGC5678  77,,,,nucleus
ZTF21acjeegy_1796226730915015007,ZTF21acjeegy,1796226730915015007,14.4806396,-5.1304067,4.834128379821777,NGC0327,2021aclv,2021aclv,SN Ia,2021-10-30 05:08:09.600,17.28,,,,,spiral
ZTF22abfpgcn_2160385530115015000,ZTF22abfpgcn,2160385530115015000,81.6939214,-19.205474,2.5505549907684326,ESO553-044,2022svt,2022svt,SN II,2022-09-02 01:55:04.224,18.543,,,,,spiral
ZTF19aahygro_852168445815015000,ZTF19aahygro,852168445815015000,159.1506061,-7.10903,1.4856048822402954,PGC031470,2019axg,2019axg,SN Ia,2019-02-14 11:36:57.000,18.081,,,,,spiral
ZTF21abbyhvw_1631225060615015016,ZTF21abbyhvw,1631225060615015016,166.9938049,36.8750029,2.926443576812744,PGC033720,2021mry,2021mry,SN Iax[02cx-like],2021-05-19 04:39:46.656,19.5,,,,,spiral
ZTF20actnzzk_1522355412015015004,ZTF20actnzzk,1522355412015015004,186.415455,-2.9497537,1.2882580757141113,PGC040561,2020abbi,2020abbi,SN II,2020-11-24 12:37:57.003,18.0985,,,,,spiral
ZTF18abcpmwh_748553590215015015,ZTF18abcpmwh,748553590215015015,194.7881095,37.316319,1.0866332054138184,NGC4868,2018cur,2018cur,SN IIP,2018-06-22 08:16:47.000,17.333,SN 2018cur,,,,spiral
ZTF23aaakein_2231220692615015007,ZTF23aaakein,2231220692615015007,121.8529037,39.19379,1.6470144987106323,NGC2528,2023jo,2023jo,SN IIn,2023-01-13 11:18:35.136,17.515,,,,,bulge
ZTF19aceipbz_2328469364815015005,ZTF19aceipbz,2328469364815015005,5.2951371,22.3571828,1.5136756896972656,NGC0080,NGC    80,,,,,NGC    80,,,,nucleus
ZTF18acrcogn_760113666215015000,ZTF18acrcogn,760113666215015000,40.6722593,-0.0094927,2.368271589279175,NGC1068,2018ivc,2018ivc,SN II,2018-11-24 01:47:09.000,14.6523,SN 2018ivc,Gaia DR2 2498700788995289600,,0.0004057027130983418,spiral
ZTF22aafznpn_1979225154215015011,ZTF22aafznpn,1979225154215015011,162.7417299,-2.1503413,3.7752268314361572,IC0651,2022erw,2022erw,SN Ia,2022-03-12 09:04:45.984,19.251,,,,,spiral
ZTF19aabmuyd_2299237714815010001,ZTF19aabmuyd,2299237714815010001,134.2468915,51.3474801,2.6907169818878174,NGC2693,,,,,,,,,,bulge
ZTF22aaftfcf_1979213296015015020,ZTF22aaftfcf,1979213296015015020,169.5026962,7.8460339,1.607779860496521,UGC06312,2022eyj,2022eyj,SN Ia,2022-03-22 07:26:24.000,16.1,ASASSN -22dt,,,,spiral
ZTF21aaydxoo_1624235323115015013,ZTF21aaydxoo,1624235323115015013,203.9497534,2.9994347,1.420973300933838,NGC5231,2021kwc,2021kwc,SN IIn,2021-05-02 06:34:37.998,18.4489,,,,,spiral
ZTF19aamsetj_864264083815015004,ZTF19aamsetj,864264083815015004,137.1783734,44.8134131,2.711587429046631,UGC04798,2019cad,2019cad,SN Ic,2019-03-17 05:42:43.000,18.75,,,,,spiral
ZTF18acbvgqw_1127151433315010004,ZTF18acbvgqw,1127151433315010004,46.5124381,-15.6111512,1.2530882358551025,NGC1209,2018htt,2018htt,SN Ia,2018-10-31 08:28:19.000,17.5,NGC  1209,,,,bulge
ZTF18adbckhw_786130213315015001,ZTF18adbckhw,786130213315015001,46.5124381,-15.6111512,1.9767342805862427,NGC1209,2018htt,2018htt,SN Ia,2018-10-31 08:28:19.000,17.5,SN 2018htt,,,,nucleus
ZTF21acpqqgu_1886389520415015002,ZTF21acpqqgu,1886389520415015002,151.0269996,31.1845182,2.982480764389038,NGC3106,2021aewn,2021aewn,SN II,2021-11-18 14:44:09.600,18.658,,,,,halo
ZTF22aaddorn_1972214066015015026,ZTF22aaddorn,1972214066015015026,169.5029637,7.8461664,2.67849063873291,UGC06312,2022eyj,2022eyj,SN Ia,2022-03-22 07:26:24.000,16.1,ASASSN -22dt,,,,spiral
ZTF21aaqzfpe_1592387453615015002,ZTF21aaqzfpe,1592387453615015002,182.4453738,56.526786,2.7816250324249268,UGC07144,2021htq,2021htq,,2021-03-31 06:45:18.144,19.587,,,,,spiral
ZTF21abgyxmv_1743298090215015009,ZTF21abgyxmv,1743298090215015009,349.7328442,-20.6994721,3.7731103897094727,ESO604-011,2021knb,2021knb,SN II,2021-04-25 04:37:55.200,18.15,,,,,spiral
ZTF20aaurjcd_1216391261815015007,ZTF20aaurjcd,1216391261815015007,221.3338571,38.7384701,3.392294406890869,NGC5754,2020ghq,2020ghq,,2020-04-08 12:24:28.800,19.67,,,,,spiral
ZTF19aavrvfo_907227162915015005,ZTF19aavrvfo,907227162915015005,192.6815497,25.6094054,8.997149467468262,NGC4725,2019hfg,2019hfg,,2019-06-02 05:58:50.000,19.84,,,,,halo
ZTF20aajxdme_1972191422115010002,ZTF20aajxdme,1972191422115010002,196.0652439,-10.3372811,0.08034371584653854,NGC4939,[EKS96] NGC 4939  40,,,,,[EKS96] NGC 4939  40,,,,spiral
ZTF19aailcgs_854215481615015006,ZTF19aailcgs,854215481615015006,162.9288045,18.4830695,8.042791366577148,NGC3426,2019ape,2019ape,SN Ic,2019-02-05 09:27:21.000,18.57,SN 2019ape,,,,halo
ZTF22aanzbru_2075421290915015017,ZTF22aanzbru,2075421290915015017,352.9717405,-5.0120527,2.1860604286193848,IC1498,2022mmr,2022mmr,SN II,2022-06-10 10:13:44.000,20.2819,,,,,spiral
ZTF21aakazqv_2266212262215015002,ZTF21aakazqv,2266212262215015002,137.237635,53.8915588,2.317415237426758,NGC2756,,,,,,,,,,nucleus
ZTF22abzkgja_2349184834015015015,ZTF22abzkgja,2349184834015015015,174.1997058,-8.5876102,1.5806442499160767,PGC035934,2022adpu,2022adpu,SN Ia,2022-12-19 11:32:50.004,17.8379,,,,,spiral
ZTF19acrichx_1158399090015015007,ZTF19acrichx,1158399090015015007,184.9277474,-12.225052,3.2336275577545166,NGC4263,2019voo,2019voo,SN Ia,2019-11-25 14:42:43.000,16.938,AT 2019voo,,,,bulge
ZTF22abqajav_2306435894915015003,ZTF22abqajav,2306435894915015003,266.666436,51.2884509,3.3649933338165283,UGC10984,2022yqv,2022yqv,SN Ia-91T-like,2022-10-25 02:48:21.024,19.7034,,,,,spiral
ZTF20aarbget_1279196525715015000,ZTF20aarbget,1279196525715015000,204.9873669,0.8273307,2.9868991374969482,NGC5257 / NGC5258,2020dko,2020dko,SN Ia,2020-02-25 11:58:53.999,19.1517,,,,,spiral
ZTF20acgiglu_1448262071515015032,ZTF20acgiglu,1448262071515015032,34.5461727,37.0978019,2.1910626888275146,UGC01769,2020urc,2020urc,SN IIb,2020-10-02 06:56:01.997,19.2442,,,,,bulge
ZTF21aciiaio_1947215524415015010,ZTF21aciiaio,1947215524415015010,170.4064882,20.1503717,1.2556192874908447,NGC3646,2021abqs,2021abqs,SN II,2021-10-17 12:43:25.997,19.7848,,,,,spiral
ZTF22abulusd_2218299513515015030,ZTF22abulusd,2218299513515015030,138.8139258,11.8850262,1.5407639741897583,IC0530,2022aatx,2022aatx,SN II,2022-11-19 10:39:21.600,17.87,,,,,spiral
ZTF21acincqb_1788258310115015002,ZTF21acincqb,1788258310115015002,10.8997123,30.5936745,4.811596393585205,NGC0233,2021abzd,2021abzd,SN Ia-91bg-like,2021-10-22 10:01:55.200,17.305,,,,,halo
ZTF21aazieut_1633197783315015005,ZTF21aazieut,1633197783315015005,176.1919448,20.1260565,2.840341329574585,UGC06719,2021low,2021low,SN Ia,2021-05-06 05:35:31.200,19.86,,,,,spiral
ZTF21aaqvsvw_1584183182515015010,ZTF21aaqvsvw,1584183182515015010,119.9467329,25.3559322,0.9829553961753845,IC0482,2021heh,2021heh,SN IIb,2021-03-28 05:08:09.600,17.51,,,,,spiral
ZTF18acsyzca_785127962115015003,ZTF18acsyzca,785127962115015003,51.5089029,-17.5630526,-999.99,NGC1329,2018jky,2018jky,SN Ia,2018-12-05 03:36:00.000,17.7,SN 2018jky,,,,halo
ZTF19aahjhoy_813328475915015009,ZTF19aahjhoy,813328475915015009,184.8795643,49.8153009,4.020123481750488,UGC07367,2019arb,2019arb,SN Ia,2019-02-08 11:07:40.000,16.56,,,,,bulge
ZTF21aahdqrg_1558272601515015006,ZTF21aahdqrg,1558272601515015006,172.0709532,-12.8882783,0.7702164053916931,IC2856,2021bwq,2021bwq,SN Ic,2021-02-05 08:32:58.998,18.6966,,,,,spiral
ZTF21aajxkfu_1614227673715015016,ZTF21aajxkfu,1614227673715015016,206.1019978,5.7893311,0.7916674613952637,UGC08689,2021mjz,2021mjz,,2021-04-12 07:21:30.240,20.6547,,,,,halo
ZTF20abaunmw_1291207740715015003,ZTF20abaunmw,1291207740715015003,197.9157252,22.9145088,4.6395487785339355,NGC5012,2020kyg,2020kyg,SN Iax[02cx-like],2020-05-24 09:15:50.400,19.79,SN 2020kyg,,,,spiral
ZTF22aaaiyip_1886391445915015023,ZTF22aaaiyip,1886391445915015023,159.0849553,21.0244316,3.9479260444641113,PGC031434,2022amg,2022amg,SN Ic,2022-01-27 11:17:23.000,20.3,,,,,spiral
ZTF20abaszgh_1255184732615015022,ZTF20abaszgh,1255184732615015022,164.8660385,46.1248946,1.3327038288116455,NGC3478,2020ksa,2020ksa,SN Ib,2020-05-22 04:18:34.848,18.8,,,,,spiral
ZTF18abvlvnq_2145247453015010007,ZTF18abvlvnq,2145247453015010007,29.716543,-11.5146478,2.2247960567474365,NGC0773,,,,,,,,,,spiral
ZTF20abnlyrc_2370453311515015014,ZTF20abnlyrc,2370453311515015014,344.8605751,15.548346,1.3159176111221313,NGC7442,NGC  7442,,,,,NGC  7442,Gaia DR2 2816795550224638720,,0.0003492941180013526,nucleus
ZTF23aaiyexs_2349196883415015020,ZTF23aaiyexs,2349196883415015020,167.1460539,4.8146345,0.6379234194755554,NGC3535,2023hrn,2023hrn,SN Ia,2023-05-08 02:02:30.912,18.43,,,,,spiral
ZTF19aavhvkd_918199471015015004,ZTF19aavhvkd,918199471015015004,154.8481114,44.4088744,3.1554994583129883,PGC030167,2019fma,2019fma,SN Ia,2019-05-15 07:22:04.000,20.69,,,,,halo
ZTF17aabvhms_2382425981115010011,ZTF17aabvhms,2382425981115010011,5.1146223,0.8336019,0.6517998576164246,NGC0078B,NGC    78,,,,,NGC    78,Gaia DR2 2547076792357711104,,0.00013325733665660723,nucleus
ZTF19aczabju_1081127186115010008,ZTF19aczabju,1081127186115010008,5.1146206,0.8335506,2.2330920696258545,NGC0078B,,,,,,,,,,nucleus
ZTF18aavmsut_1434511640615015006,ZTF18aavmsut,1434511640615015006,187.436562,7.8774902,1.559239149093628,NGC4472,,,,,,,,,,bulge
ZTF19aaafica_757448554015015000,ZTF19aaafica,757448554015015000,195.0581872,27.9572023,7.37864351272583,NGC4884,2019be,2019be,SN Ia-91bg-like,2019-01-02 15:02:52.000,18.432,SN 2019be,,,,halo
ZTF18abosyns_2364469276115010006,ZTF18abosyns,2364469276115010006,27.7005009,36.2455073,0.6757259964942932,UGC01308,CRTS J015048.2+361442,,,,,CRTS J015048.2+361442,Gaia DR2 342349236119076480,,0.0001492427726952066,nucleus
ZTF19abpohla_1419284536115025018,ZTF19abpohla,1419284536115025018,27.7005113,36.2455127,2.3092849254608154,UGC01308,,,,,,,Gaia DR2 342349236119076480,,0.00045447540789330125,bulge
ZTF20acvevsn_1471412594415015013,ZTF20acvevsn,1471412594415015013,170.4200558,20.1743314,3.206669569015503,NGC3646,2020abqw,2020abqw,SN II,2020-12-05 12:14:03.998,19.2155,,,,,spiral
ZTF18ackaxnw_732101240815015016,ZTF18ackaxnw,732101240815015016,7.8351861,30.7925531,3.434180736541748,NGC0140,2018iya,2018iya,,2018-11-13 06:25:18.000,18.9878,,,,,bulge
ZTF21acgumnf_1778463922315015009,ZTF21acgumnf,1778463922315015009,139.0893914,17.7287382,3.2057528495788574,NGC2797,2021aasl,2021aasl,,2021-10-06 14:39:50.400,17.906,,,,,spiral
ZTF21aciwixf_1784237332915015004,ZTF21aciwixf,1784237332915015004,9.0949384,-10.0961228,-999.99,NGC0165,2021acnz,2021acnz,SN Ib,2021-10-26 09:30:14.400,19.221,,,,,halo
ZTF23aaaifls_2238148210215015009,ZTF23aaaifls,2238148210215015009,55.554306,-27.8713648,0.44962796568870544,ESO419-003,2023cr,2023cr,SN II,2023-01-08 11:03:39.000,17.7,,,,,spiral
ZTF22acancjn_2217324435715015005,ZTF22acancjn,2217324435715015005,122.5289773,57.8348781,2.2985284328460693,PGC022914,2022adyl,2022adyl,,2022-12-23 09:27:45.999,19.6818,,,,,spiral
ZTF23aajkaka_2379383341915015007,ZTF23aajkaka,2379383341915015007,322.7535895,-3.9824934,3.1808128356933594,PGC066884,2023gkb,2023gkb,SN II,2023-04-22 09:16:37.920,18.75,,,,,spiral
ZTF18acusueb_768545775215015022,ZTF18acusueb,768545775215015022,230.3708048,15.1375357,6.0582804679870605,PGC054797,2018kfs,2018kfs,SN Ia,2018-12-09 13:13:26.000,16.3,,,,,halo
ZTF18aawxczi_2336181304615010006,ZTF18aawxczi,2336181304615010006,161.9565873,12.5816395,1.7990148067474365,NGC3379,M 105,,,,,M 105,,,,bulge
ZTF21aamksyl_2120530594615010001,ZTF21aamksyl,2120530594615010001,161.9565873,12.5816395,2.0007283687591553,NGC3379,,,,,,,,,,nucleus
ZTF19aaptzar_1092456183115010019,ZTF19aaptzar,1092456183115010019,149.7503148,17.8181832,3.4303929805755615,IC0582,2019dfa,2019dfa,SN Ia,2019-04-10 08:16:47.000,18.76,SN 2019dfa,,,,spiral
ZTF20aasdpxi_1218185861715015008,ZTF20aasdpxi,1218185861715015008,118.5749994,54.2567796,2.380384683609009,UGC04074,2020dzo,2020dzo,,2020-03-04 03:45:01.996,20.2159,,,,,spiral
ZTF18abwxrhi_733106244615015008,ZTF18abwxrhi,733106244615015008,12.677582,-1.9016297,1.4786286354064941,NGC0271,2018gzz,2018gzz,,2018-09-30 09:15:40.000,19.3,,,,,halo
ZTF20aasxhou_2002189422515010008,ZTF20aasxhou,2002189422515010008,212.8230349,-25.0362576,1.3003698587417603,ESO511-007,2019bwa,2019bwa,SN Ib-pec,2019-03-17 12:34:33.000,17.614,AT 2019bwa,,,,bulge
ZTF22aabhobj_1875202665315015000,ZTF22aabhobj,1875202665315015000,31.5148215,29.8168838,2.114391803741455,UGC01590,,,,,,,,,,bulge
ZTF23aamqycj_2382198142415015008,ZTF23aamqycj,2382198142415015008,202.8424176,25.6172906,1.7185068130493164,PGC047543,2023jvi,2023jvi,SN II,2023-06-02 06:13:00.002,18.6265,,,,,spiral
ZTF18acuswcm_1261212172215010004,ZTF18acuswcm,1261212172215010004,213.6349054,3.1892537,1.1513350009918213,IC0988,2018qp,2018qp,SN Ia,2018-02-09 15:36:00.000,16.3,SN 2018qp,,,,bulge
ZTF22aaanfjh_1940231656015015013,ZTF22aaanfjh,1940231656015015013,175.5588829,-13.8686566,4.105076313018799,NGC3823,2022aoe,2022aoe,SN Ia,2022-01-27 14:06:43.200,18.46,,,,,halo
ZTF22abwtqeb_2239360533115015006,ZTF22abwtqeb,2239360533115015006,175.8748943,3.390266,2.3664820194244385,PGC036440,2022abto,2022abto,SN Ic,2022-11-23 11:15:21.600,17.24,,,,,spiral
ZTF23aadogbi_2267281054715010009,ZTF23aadogbi,2267281054715010009,154.4884426,41.114321,2.1466360092163086,NGC3179,,,,,,,,,,spiral
ZTF19aanwzlo_1602195095315010004,ZTF19aanwzlo,1602195095315010004,182.024595,65.1743596,1.8537787199020386,NGC4125,,,,,,,,,,bulge
ZTF23aaklqou_2381241502515015010,ZTF23aaklqou,2381241502515015010,210.9124672,54.3113599,3.840106964111328,NGC5457,2023ixf,2023ixf,SN II,2023-05-19 17:27:15.000,14.9,,,,,spiral
ZTF21acopxey_2302158876115010006,ZTF21acopxey,2302158876115010006,125.3512054,-13.3178655,1.0616426467895508,NGC2578,NGC  2578,,,,,NGC  2578,Gaia DR2 5723882544351539968,,0.000328829382210339,nucleus
ZTF23aaaxgsh_2298168646115010002,ZTF23aaaxgsh,2298168646115010002,125.3512054,-13.3178655,1.8374582529067993,NGC2578,NGC  2578,,,,,NGC  2578,,,,bulge
ZTF23aagqyym_2343185311415015000,ZTF23aagqyym,2343185311415015000,136.8253172,37.5033787,1.3364139795303345,PGC025622,2023gjg,2023gjg,SN II,2023-04-21 04:20:12.998,19.4354,,,,,spiral
ZTF22aajkkwd_1961223852415015003,ZTF22aajkkwd,1961223852415015003,184.7757189,47.358254,8.323894500732422,NGC4258,2022jui,2022jui,,2022-05-10 04:46:18.048,19.765,,,,,halo
ZTF20aauxfkj_1200464963515015009,ZTF20aauxfkj,1200464963515015009,252.449822,55.5570381,-999.99,NGC6246,,,,,,,,,,halo
ZTF23aabtmzm_2303165860915015006,ZTF23aabtmzm,2303165860915015006,112.0407872,52.4709653,3.7033615112304688,PGC021063,2023blw,2023blw,,2023-02-07 04:55:41.376,19.2877,,,,,spiral
ZTF21acdvnri_1734518360715015000,ZTF21acdvnri,1734518360715015000,159.1167487,37.3759357,5.152493953704834,NGC3294,2021zqr,2021zqr,,2021-09-26 12:24:28.800,18.92,,,,,halo
ZTF19abzmoov_1011111600715015004,ZTF19abzmoov,1011111600715015004,234.4371361,22.4263493,3.380821943283081,PGC055643,2019qba,2019qba,SN II,2019-09-11 15:50:24.000,18.96,,,,,spiral
