name,objid,candid,ra,dec,distnr,gals,consolid,tnsid,tnstype,tnsdiscoverydate,tnsdiscoverymag,simbadid,gaiadesignation,gaiaprllx,gaiadist,location
ZTF20abylrcm_2367446090415015009,ZTF20abylrcm,2367446090415015009,340.3131608,23.4129523,2.4716811180114746,IC5242,,,,,,,,,,nucleus
ZTF18aamfuss_2379205720115010004,ZTF18aamfuss,2379205720115010004,210.7317834,9.4173481,0.8537386059761047,NGC5424,2017isn,2017isn,,2017-12-03 02:52:48.000,17.63,,,,,halo
ZTF18abpcsio_2230125262415010008,ZTF18abpcsio,2230125262415010008,25.9427178,4.2229536,2.335361957550049,NGC0664,2018dcr,2018dcr,,2018-06-12 02:39:50.000,18.67,,,,,nucleus
ZTF17aabxiwr_2372240894915010001,ZTF17aabxiwr,2372240894915010001,187.4075585,7.8263507,0.3810169994831085,NGC4472,2017jfs,2017jfs,Gap,2017-12-26 03:05:45.000,17.17,SN 2017jfs,,,,spiral
ZTF21aagqcnl_1639198064615015019,ZTF21aagqcnl,1639198064615015019,184.1441892,33.5269189,2.224719285964966,NGC4227,2021biz,2021biz,SN Ia,2021-01-29 13:01:55.200,18.338,,,,,halo
ZTF18abauprj_864233005715010014,ZTF18abauprj,864233005715010014,254.7709798,47.2364671,0.06350062787532806,NGC6279,2018cnw,2018cnw,SN Ia-91T-like,2018-06-15 06:12:57.000,19.53,SN 2018cnw,,,,halo
ZTF19ackjjwf_1127265241415015005,ZTF19ackjjwf,1127265241415015005,120.7083038,15.8011572,1.8141311407089233,NGC2514,2019tls,2019tls,SN Ib,2019-10-26 14:48:28.000,20.46,,,,,spiral
ZTF18abtgnsi_2214152834115010017,ZTF18abtgnsi,2214152834115010017,21.466833,-1.3670994,0.561676025390625,NGC0541,2018ctv,2018ctv,,2018-06-21 04:19:12.000,17.2,SN 2018ctv,,,,spiral
ZTF18abtqomq_2382425521615010000,ZTF18abtqomq,2382425521615010000,12.0225344,-2.7896767,0.3521324396133423,NGC0259,2017jbj,2017jbj,SN II,2017-12-20 11:22:29.000,16.9,SN 2017jbj,,,,spiral
ZTF20abyptpc_1479132190615015000,ZTF20abyptpc,1479132190615015000,354.6708499,15.954941,3.666738271713257,NGC7722,2020ssf,2020ssf,SN Ia,2020-09-06 06:02:44.160,17.94,,,,,bulge
ZTF20aaumpzj_2126534962615010000,ZTF20aaumpzj,2126534962615010000,179.5224652,25.1378505,1.8084957599639893,NGC4005,,,,,,,,,,star
ZTF19aadyppr_944162992515015018,ZTF19aadyppr,944162992515015018,202.4281788,47.1873754,4.252413272857666,NGC5194,2019abn,2019abn,ILRT,2019-01-22 13:19:43.000,19.58,M51 OT2019-1,,,,spiral
ZTF18abvdmfx_2204115960815010015,ZTF18abvdmfx,2204115960815010015,22.6132901,-26.7849163,0.1490778923034668,ESO476-016,2018cvn,2018cvn,SN II,2018-06-26 07:55:12.000,16.7,SN 2018cvn,,,,spiral
ZTF18aahfzea_2361242703615010001,ZTF18aahfzea,2361242703615010001,181.3610967,20.2991504,0.3391425609588623,NGC4090,2018aqh,2018aqh,SN Ia,2018-04-05 10:46:33.000,16.69,SN 2018aqh,,,,spiral
ZTF20abijfqq_2332214782515010002,ZTF20abijfqq,2332214782515010002,186.3508231,18.2035441,0.09581077843904495,NGC4382,2020nlb,2020nlb,SN Ia,2020-06-25 06:01:26.400,17.436,SN 2020nlb,,,,halo
ZTF22abkpgpa_2266145370815015001,ZTF22abkpgpa,2266145370815015001,71.6161898,-4.7893912,2.696033000946045,NGC1659,2022wpy,2022wpy,SN Ia,2022-10-03 06:40:33.888,18.968,,,,,spiral
ZTF19abdktel_2181160854415010020,ZTF19abdktel,2181160854415010020,359.0283626,-0.9118705,0.39470407366752625,IC1516,2018chr,2018chr,,2018-06-04 20:47:02.000,18.79,,,,,spiral
ZTF22aafoqrd_2335277092915015000,ZTF22aafoqrd,2335277092915015000,190.8931034,11.5776218,3.265528440475464,NGC4649,2022hrs,2022hrs,SN Ia,2022-04-16 14:50:40.000,15.0,SN 2022hrs,,,,spiral
ZTF18abdbysy_627141424115015000,ZTF18abdbysy,627141424115015000,233.535919,56.697226,1.8052287101745605,NGC5965,2018cyg,2018cyg,SN II,2018-06-30 07:29:31.000,18.7,SN 2018cyg,,,,spiral
ZTF19aatlmbo_1145434732415015004,ZTF19aatlmbo,1145434732415015004,208.3705617,40.2750708,2.387772560119629,NGC5353 / NGC5354,2019ein,2019ein,SN Ia,2019-05-01 11:22:33.000,18.194,SN 2019ein,,,,halo
ZTF22aaiidyo_2071158365015015004,ZTF22aaiidyo,2071158365015015004,243.1802761,28.3030258,0.7353483438491821,UGC10273,2022jpi,2022jpi,SN IIP,2022-05-09 10:12:56.160,19.5036,,,,,spiral
ZTF19aanhhal_928243783915015000,ZTF19aanhhal,928243783915015000,205.4193422,55.6693685,1.4406754970550537,NGC5278 / NGC5279,2019cec,2019cec,SN II,2019-03-25 06:42:31.000,18.26,,,,,spiral
ZTF18aapifti_2144454321415010002,ZTF18aapifti,2144454321415010002,177.0175659,30.360053,0.2582573890686035,NGC3891,2018bdv,2018bdv,SN IIP,2018-04-29 13:07:40.000,18.53,SN 2018bdv,,,,spiral
ZTF22aanzrlh_2064224896015015013,ZTF22aanzrlh,2064224896015015013,255.8788253,36.4182959,0.3377942442893982,UGC10677,2022mnz,2022mnz,SN Ia,2022-06-11 09:52:45.696,18.6245,,,,,bulge
ZTF19abbwfgp_1016203076015015007,ZTF19abbwfgp,1016203076015015007,258.3253216,43.7846413,4.0185546875,NGC6323,2019ikb,2019ikb,SN II,2019-06-28 10:33:36.000,17.919,,,,,spiral
ZTF21aaabvit_2332219340915010000,ZTF21aaabvit,2332219340915010000,186.6128496,31.2225291,0.9383307695388794,NGC4414,2021J,2021J,SN Ia,2021-01-01 11:44:04.001,17.0899,SN 2021J,,,,bulge
ZTF20abyyvrw_1596185712515015004,ZTF20abyyvrw,1596185712515015004,138.5365264,40.0789299,4.372700214385986,NGC2782,2020scc,2020scc,SN Ia,2020-08-20 21:57:48.960,13.7,SN 2020scc,,,,spiral
ZTF20abxyggc_1503169500215015005,ZTF20abxyggc,1503169500215015005,74.5564552,-20.3584065,3.572033166885376,NGC1716,2020sgg,2020sgg,SN Ia,2020-08-30 14:21:07.200,18.349,,,,,spiral
ZTF22aaptzap_2120294214315015033,ZTF22aaptzap,2120294214315015033,22.9437561,33.6156044,2.69775128364563,NGC0579,2022nzx,2022nzx,SN II,2022-06-29 08:39:50.400,18.55,,,,,bulge
ZTF18acqqyah_2338245034115010004,ZTF18acqqyah,2338245034115010004,171.838212,59.6300996,0.6708469986915588,UGC06452,2018iuu,2018iuu,SN Ia,2018-11-21 10:22:04.000,18.8,SN 2018iuu,,,,spiral
ZTF18aazgfkq_2334277323615010002,ZTF18aazgfkq,2334277323615010002,174.6233998,20.5286061,0.6086100339889526,UGC06609,2018cmk,2018cmk,SN Ia,2018-06-12 23:45:36.000,17.0,SN 2018cmk,,,,bulge
ZTF21abbkefe_1682191443515015007,ZTF21abbkefe,1682191443515015007,239.5399931,12.0438062,1.8605995178222656,IC1149,2021mid,2021mid,SN Ia,2021-05-15 07:34:26.112,19.24,,,,,spiral
ZTF22aafrjnw_1995206704615015008,ZTF22aafrjnw,1995206704615015008,174.2482129,55.1634283,2.319812059402466,NGC3759A,2022hnt,2022hnt,SN IIb,2022-04-14 07:03:21.600,18.08,,,,,spiral
ZTF21aannoix_1616254305215015003,ZTF21aannoix,1616254305215015003,214.5675388,0.8887248,3.5926499366760254,IC0992,2021dwg,2021dwg,SN Ic,2021-02-27 10:05:24.996,18.4405,,,,,spiral
ZTF20aattrkw_1303320015715015003,ZTF20aattrkw,1303320015715015003,251.1881568,22.5134879,0.6688383221626282,UGC10528,2020ekk,2020ekk,SN II,2020-03-11 18:41:05.000,17.4,AT 2020ekk,,,,halo
ZTF21abbomrf_1704216011815015005,ZTF21abbomrf,1704216011815015005,221.3363248,38.7384828,1.4305157661437988,NGC5754,2020ghq,2020ghq,,2020-04-08 12:24:28.800,19.67,,,,,spiral
ZTF19aacgslb_2338275451615010001,ZTF19aacgslb,2338275451615010001,157.3415585,29.5106347,0.09286729991436005,NGC3254,2019np,2019np,SN Ia,2019-01-09 15:57:35.000,17.8,SN 2019np,,,,spiral
ZTF19aaapneh_2349190723215010015,ZTF19aaapneh,2349190723215010015,170.8885386,-8.6512127,0.16586580872535706,NGC3660,2018jlp,2018jlp,SN II,2018-12-04 15:05:45.000,18.732,,,,,spiral
ZTF19acbvpjn_1149331112615015042,ZTF19acbvpjn,1149331112615015042,155.6759522,46.2465302,4.692988872528076,UGC05604,2019qyk,2019qyk,SN Ia,2019-09-25 19:03:07.000,16.0,,,,,spiral
ZTF20ablqacl_2031417075115015008,ZTF20ablqacl,2031417075115015008,1.2598163,-7.1003061,2.7755062580108643,PGC000312,2020izc,2020izc,SN II,2020-05-02 03:43:56.928,17.0,MASTER OT J000502.49-070602.6,,,,spiral
ZTF18aarbiua_2325171670715010000,ZTF18aarbiua,2325171670715010000,146.7085478,16.0402098,1.1880590915679932,UGC05234,,,,,,,,,,spiral
ZTF21aabyifm_1585255560515015003,ZTF21aabyifm,1585255560515015003,187.4117923,9.4965639,3.3210935592651367,PGC041187,2021qv,2021qv,SN Ib/c,2021-01-07 10:44:32.001,19.0763,,,,,spiral
ZTF21aavqphe_1699171466315015004,ZTF21aavqphe,1699171466315015004,224.4378458,6.6240352,4.2211222648620605,UGC09625,2021jvs,2021jvs,SN Ia,2021-04-16 08:43:57.996,18.9906,,,,,spiral
ZTF20aaurgib_1290237520615015006,ZTF20aaurgib,1290237520615015006,249.8854813,66.0375101,1.4492958784103394,NGC6214,2020gpe,2020gpe,SN II,2020-04-12 03:21:49.000,17.0,SN 2020gpe,,,,spiral
ZTF20abqdqyh_1500149782915015002,ZTF20abqdqyh,1500149782915015002,37.1494017,-10.5382749,1.2187598943710327,NGC0945,2020obd,2020obd,SN II,2020-07-06 13:56:38.400,17.316,,,,,spiral
ZTF20abqbzuv_1352176515815015003,ZTF20abqbzuv,1352176515815015003,259.1138477,43.3427661,1.7163214683532715,PGC059984,2020qrz,2020qrz,SN Ia,2020-08-04 05:13:20.640,18.4097,MCG+07-35-058,Gaia DR2 1360402617244350592,,0.0004633681494719636,bulge
ZTF19aatmadu_953181045615015001,ZTF19aatmadu,953181045615015001,222.9840975,51.2647262,1.8239710330963135,IC1074,2019esn,2019esn,,2019-05-05 06:43:55.000,19.9,,,,,spiral
ZTF22aajezaq_2095193923615015019,ZTF22aajezaq,2095193923615015019,271.2626898,56.2670757,2.287795305252075,NGC6562,2022jhq,2022jhq,SN Ia,2022-05-01 09:50:24.000,20.74,,,,,halo
ZTF21aceztiz_1886168345415015005,ZTF21aceztiz,1886168345415015005,83.3407794,-21.9511817,5.810025691986084,NGC1964,2021jad,2021jad,SN Ia,2021-04-11 05:36:57.600,15.419,,,,,spiral
ZTF22abtcsyd_2304196443315015009,ZTF22abtcsyd,2304196443315015009,130.0686625,56.0424029,3.2522382736206055,PGC024376,2022zxt,2022zxt,SN II,2022-11-12 07:42:04.032,18.6251,,,,,spiral
ZTF18acyarki_832409820815015013,ZTF18acyarki,832409820815015013,224.2869206,52.3463016,6.28040885925293,UGC09629,2018kbh,2018kbh,SN Ia,2018-12-10 12:17:16.000,17.66,,,,,halo
ZTF20acwfftd_1538439226315015005,ZTF20acwfftd,1538439226315015005,224.4350562,6.631436,3.7524452209472656,UGC09625,2020acai,2020acai,SN Ia,2020-12-09 13:27:43.998,18.0447,,,,,spiral
ZTF18acusnvl_2266300484015010004,ZTF18acusnvl,2266300484015010004,164.5192223,6.0525296,0.23245869576931,UGC06053,2018jpf,2018jpf,SN II,2018-12-08 14:35:31.000,19.121,SN 2018jpf,,,,spiral
ZTF21acpfndw_1945451374915015023,ZTF21acpfndw,1945451374915015023,188.8151647,72.2330504,1.9344223737716675,UGC07761,2021aeox,2021aeox,SN Ia,2021-11-13 11:41:54.816,19.0351,,,,,spiral
ZTF19acomwca_1144500283515015043,ZTF19acomwca,1144500283515015043,214.4914044,26.421108,2.009596824645996,IC4397,2019hyk,2019hyk,SN II,2019-06-22 08:23:59.000,17.1,AT 2019hyk,,,,spiral
ZTF20aagnbes_1296304832515015007,ZTF20aagnbes,1296304832515015007,267.0937003,54.1510327,2.626837730407715,NGC6479,2020aem,2020aem,SN II,2020-01-18 12:51:34.000,18.52,SN 2020aem,,,,spiral
ZTF19actnwtn_1208184790315015005,ZTF19actnwtn,1208184790315015005,142.3816186,44.4222922,2.219787120819092,PGC026934,2019vdl,2019vdl,SN II,2019-11-18 12:15:45.000,19.0995,,,,,spiral
ZTF19aapvkbx_1498322114715010005,ZTF19aapvkbx,1498322114715010005,180.6501669,41.0503286,1.9829949140548706,UGC07020,2017hat,2017hat,,2017-10-01 11:05:16.000,18.3,,,,,spiral
ZTF21aagtqna_1645345852515015017,ZTF21aagtqna,1645345852515015017,271.3117532,46.8822738,4.8606085777282715,NGC6560,2021brb,2021brb,SN II,2021-02-03 12:21:32.000,18.8747,,,,,spiral
ZTF19abajxet_1127526903515015038,ZTF19abajxet,1127526903515015038,214.4914044,26.421108,2.2321012020111084,IC4397,2019hyk,2019hyk,SN II,2019-06-22 08:23:59.000,17.1,AT 2019hyk,,,,halo
ZTF20aatzhhl_1515373441715015000,ZTF20aatzhhl,1515373441715015000,189.13839,11.2324989,3.1111159324645996,NGC4567,2020fqv,2020fqv,SN IIb,2020-03-31 08:06:55.002,19.0237,SN 2020fqv,,,,spiral
ZTF21aagojfe_1590181465515015023,ZTF21aagojfe,1590181465515015023,142.9734306,35.5516553,0.8837524652481079,PGC027065,2021blp,2021blp,SN Ia,2021-01-31 12:00:00.000,18.088,,,,,halo
ZTF22aanqvyn_2240153244015015004,ZTF22aanqvyn,2240153244015015004,36.3250299,42.0885325,3.834150791168213,NGC0906,2022mia,2022mia,,2022-06-07 11:22:41.376,20.0965,,,,,spiral
ZTF20acxpmow_2074476591015010025,ZTF20acxpmow,2074476591015010025,77.9080833,-20.453673,3.4502227306365967,ESO553-020,,,,,,,,,,halo
ZTF22abnvurz_2361238930515015004,ZTF22abnvurz,2361238930515015004,172.5254707,9.2825459,2.8399221897125244,NGC3705,2022xxf,2022xxf,SN Ic-BL,2022-10-17 20:25:42.000,15.5,,,,,spiral
ZTF19aavhxby_972164713515015010,ZTF19aavhxby,972164713515015010,224.1367435,-2.107219,2.993117570877075,PGC053413,2019fzm,2019fzm,SN Ia,2019-05-27 07:26:24.000,17.2,SN 2019fzm,,,,nucleus
ZTF22aamwznx_2120382685315015001,ZTF22aamwznx,2120382685315015001,31.5115313,29.7923375,3.2362875938415527,UGC01590,2022mbg,2022mbg,SN Ia,2022-06-04 11:16:48.000,16.17,,,,,halo
ZTF21absvlrr_1796209904815015000,ZTF21absvlrr,1796209904815015000,11.9137502,-20.5234899,5.217153072357178,ESO540-025,2021vtq,2021vtq,SN Ia,2021-08-12 09:52:43.104,18.68,,,,,spiral
ZTF22abdondo_2266475171315015019,ZTF22abdondo,2266475171315015019,275.5209597,66.6247606,2.238813638687134,NGC6636,2022sje,2022sje,SN II,2022-08-28 03:51:50.400,18.15,,,,,halo
ZTF22abbkhja_2215266443915015012,ZTF22abbkhja,2215266443915015012,111.7940644,33.8362855,4.330958843231201,NGC2375,2022rmp,2022rmp,SN Ia,2022-08-18 12:07:12.000,19.63,AT 2022rmp,,,,spiral
ZTF21aatyplr_1627208210515015001,ZTF21aatyplr,1627208210515015001,181.6892581,67.165147,2.658829927444458,NGC4108,2021jag,2021jag,SN Ia,2021-04-11 05:48:49.000,18.98,,,,,spiral
ZTF21aaygqix_1655448513415015014,ZTF21aaygqix,1655448513415015014,3.7286806,26.332373,1.3169782161712646,PGC000994,2021kwi,2021kwi,,2021-05-02 11:50:07.002,16.962,,,,,spiral
ZTF21aaaubig_1563181331115015006,ZTF21aaaubig,1563181331115015006,154.2367958,73.396832,2.9198100566864014,NGC3147,2021do,2021do,SN Ic,2021-01-02 10:53:45.600,20.0,,,,,spiral
ZTF20absyium_1439528953215015004,ZTF20absyium,1439528953215015004,240.2394147,70.60534,6.186859607696533,UGC10157,2020rqk,2020rqk,SN Ia,2020-08-19 05:54:14.400,17.942,,,,,spiral
ZTF20abvqzxe_2104357391515010006,ZTF20abvqzxe,2104357391515010006,38.0073629,1.2458988,-999.99,UGC02005,,,,,,,,,,halo
ZTF21aarqkes_1796429461115015003,ZTF21aarqkes,1796429461115015003,154.1624986,73.4002087,1.9290907382965088,NGC3147,2021hpr,2021hpr,SN Ia,2021-04-02 10:46:28.000,17.7,SN 2021hpr,,,,spiral
ZTF23aaejumk_2373280164715015000,ZTF23aaejumk,2373280164715015000,259.4041057,48.6384996,2.176769733428955,PGC060015,2023eyj,2023eyj,SN II,2023-04-08 09:23:02.400,19.59,NVSS J171737+483818,,,,spiral
ZTF21aagqcfs_1617187853215015006,ZTF21aagqcfs,1617187853215015006,176.3494137,20.3254706,5.05253267288208,PGC036639,2021bbz,2021bbz,SN Ia,2021-01-23 05:45:36.000,17.86,,,,,bulge
ZTF18actuhrs_1158504714615015016,ZTF18actuhrs,1158504714615015016,206.6634335,-9.6429524,1.696311354637146,PGC048818,2018evt,2018evt,SN Ia,2018-08-11 00:06:52.000,16.5,Gaia 18dwd,,,,spiral
ZTF21acqstfo_1958178440915015009,ZTF21acqstfo,1958178440915015009,134.1758782,52.1066561,5.202737331390381,UGC04671,2021afsj,2021afsj,SN Ia,2021-11-29 17:13:22.000,16.4,,,,,halo
ZTF18aaiyfjx_2382350102315015022,ZTF18aaiyfjx,2382350102315015022,245.4643617,38.9096385,1.0546627044677734,NGC6131,CRTS J162151.4+385434,,,,,CRTS J162151.4+385434,Gaia DR2 1332330745352881152,0.7753000681422269,0.00030929475013718425,nucleus
ZTF18aanxbqp_2380369442315015009,ZTF18aanxbqp,2380369442315015009,245.4643617,38.9096385,1.2939120531082153,NGC6131,CRTS J162151.4+385434,,,,,CRTS J162151.4+385434,Gaia DR2 1332330745352881152,0.7753000681422269,0.0003755898173760377,nucleus
ZTF20aazqkjm_2074153782515015007,ZTF20aazqkjm,2074153782515015007,233.9713892,39.7684087,1.123856782913208,NGC5966,,,,,,,,,,halo
ZTF21abtcftb_1788288683015015009,ZTF21abtcftb,1788288683015015009,54.8757493,-18.6915553,3.7509028911590576,NGC1400,2021hcz,2021hcz,SN Ia,2021-03-24 23:36:57.600,15.43,,,,,halo
ZTF22aasxgjp_2070194220415015041,ZTF22aasxgjp,2070194220415015041,227.2837484,52.5345644,1.3115631341934204,NGC5875,2022oqm,2022oqm,SN Ic-pec,2022-07-11 04:33:36.000,17.3228,SN 2022oqm,,,,spiral
ZTF20aahqbsr_1244264472415015002,ZTF20aahqbsr,1244264472415015002,225.4772661,25.9657706,2.712557315826416,NGC5827,2020aqy,2020aqy,SN II,2020-01-24 10:40:30.000,19.0241,,,,,spiral
ZTF23aajrmfh_2372241361715015001,ZTF23aajrmfh,2372241361715015001,189.1350395,11.2217889,1.6013976335525513,NGC4567,2023ijd,2023ijd,SN II,2023-05-14 04:48:00.000,16.8,,,,,spiral
ZTF20aaumsrr_1279197924315015003,ZTF20aaumsrr,1279197924315015003,185.0151571,5.3439575,3.0381546020507812,NGC4273,2020ftl,2020ftl,SN Ia,2020-04-02 06:23:46.000,18.5,,,,,halo
ZTF23aahfxpr_2382357822415015010,ZTF23aahfxpr,2382357822415015010,231.1870202,68.7264509,2.9197967052459717,NGC5939,2023gps,2023gps,SN Ia,2023-04-23 07:15:18.996,20.0056,,,,,spiral
ZTF20aanwkse_2218232261015010036,ZTF20aanwkse,2218232261015010036,77.9080833,-20.453673,2.633471965789795,ESO553-020,,,,,,,,,,halo
ZTF22aaayewi_1949267024715015004,ZTF22aaayewi,1949267024715015004,144.7003326,48.5738209,5.711571216583252,PGC027503,2022blw,2022blw,SN Ia,2022-02-05 12:57:36.000,17.1,ASASSN -22bo,,,,halo
ZTF21aaqhhfu_1608233533215015008,ZTF21aaqhhfu,1608233533215015008,183.042384,13.2481977,3.8892464637756348,NGC4168,2021gno,2021gno,SN Ib,2021-03-20 05:38:54.240,18.2017,AT 2021gno,,,,spiral
ZTF19abdrwsz_1023191845915015016,ZTF19abdrwsz,1023191845915015016,333.6833222,13.8633657,5.415360450744629,NGC7236,2019krv,2019krv,SN Ia,2019-07-07 10:56:38.000,18.383,,,,,halo
ZTF20abqwkxs_1341162480815015009,ZTF20abqwkxs,1341162480815015009,224.8693238,73.898543,1.142065405845642,NGC5836,2020afdi,2020afdi,,2020-08-09 04:53:28.320,20.12,,,,,spiral
ZTF20abjwdnj_1451428031515015005,ZTF20abjwdnj,1451428031515015005,163.2822382,37.4327964,2.675325870513916,UGC06002,2020oel,2020oel,,2020-07-03 04:17:02.400,19.6351,,,,,spiral
ZTF19aagmsrr_908205600715015002,ZTF19aagmsrr,908205600715015002,159.4091869,37.4589199,3.3423261642456055,NGC3304,2019aik,2019aik,SN Ia,2019-01-30 22:06:01.000,18.6,,,,,spiral
ZTF22aaafgwq_1942241744715015002,ZTF22aaafgwq,1942241744715015002,144.7003279,48.5766982,5.0570807456970215,PGC027503,2022blw,2022blw,SN Ia,2022-02-05 12:57:36.000,17.1,ASASSN -22bo,,,,halo
ZTF20acwuijb_2143314740015010017,ZTF20acwuijb,2143314740015010017,67.8732139,-5.0782709,0.9458317756652832,NGC1600,,,,,,,,,,halo
ZTF22abjpkho_2117399020415010005,ZTF22abjpkho,2117399020415010005,54.7695094,-26.4590481,8.945335388183594,NGC1398,,,,,,,,,,halo
ZTF19abuejud_1145532523715015009,ZTF19abuejud,1145532523715015009,225.3903712,49.1098427,2.0272045135498047,PGC053658,2019pig,2019pig,SN Ia,2019-09-03 03:20:09.000,16.642,AT 2019pig,,,,spiral
ZTF22aahhtah_2125524582615010000,ZTF22aahhtah,2125524582615010000,179.5139514,25.1377903,2.027909517288208,NGC4005,,,,,,,,,,star
ZTF23aafgazi_2329197192615015002,ZTF23aafgazi,2329197192615015002,185.4476455,10.5914973,1.8242740631103516,IC3199,2023fot,2023fot,SN Ia-91bg-like,2023-04-14 03:39:38.592,19.104,,,,,halo
ZTF21abcgymx_1680472123115015003,ZTF21abcgymx,1680472123115015003,16.8893522,39.3986272,3.8439295291900635,UGC00690,2021ncm,2021ncm,,2021-05-18 11:37:19.200,19.358,,,,,spiral
ZTF20aattotq_1237300694115015019,ZTF20aattotq,1237300694115015019,217.1335424,27.4093901,4.013729572296143,NGC5635,2020fcw,2020fcw,SN Ia,2020-03-28 10:29:16.800,16.29,AT 20fcw,,,,bulge
ZTF22abiupzw_2156465195515015010,ZTF22abiupzw,2156465195515015010,145.6333287,7.1005611,2.084697961807251,PGC027754,2022waq,2022waq,SN IIn,2022-09-27 12:26:11.996,17.8405,,,,,spiral
ZTF22aaxbape_2128293175715015003,ZTF22aaxbape,2128293175715015003,28.3107278,-13.7412817,1.9464603662490845,NGC0720,2022ooh,2022ooh,SN II,2022-07-08 14:17:19.104,18.22,,,,,bulge
ZTF22aapubaf_2156172632715015017,ZTF22aapubaf,2156172632715015017,15.5405575,-4.2347137,2.4826412200927734,NGC0352,2022jzx,2022jzx,SN II,2022-05-16 09:51:33.984,16.888,,,,,spiral
ZTF23aamgeom_2379453094715015003,ZTF23aamgeom,2379453094715015003,21.1147158,33.8006656,3.8856685161590576,NGC0513,2023jpp,2023jpp,SN Ia,2023-05-28 11:23:14.208,17.5749,,,,,spiral
ZTF22abqyope_2126251550615010012,ZTF22abqyope,2126251550615010012,16.2454971,-27.4496421,6.710453987121582,IC1616,,,,,,,,,,halo
ZTF18aasvfsv_2326267966115010005,ZTF18aasvfsv,2326267966115010005,184.960765,29.6146489,2.4343461990356445,NGC4274,,,,,,,,,,bulge
ZTF21abclmdl_1717472254015015009,ZTF21abclmdl,1717472254015015009,114.4058367,41.95105,2.694660186767578,UGC03933,2021wde,2021wde,SN IIP,2021-08-16 11:58:21.996,19.1062,,,,,spiral
ZTF19aaugvvz_2323226504015010002,ZTF19aaugvvz,2323226504015010002,184.5141319,-1.0509227,0.11712463945150375,NGC4202,2017igg,2017igg,,2017-11-09 15:20:09.000,17.177,,,,,halo
ZTF18acbzvpg_740450786315015004,ZTF18acbzvpg,740450786315015004,170.0002226,36.1000668,3.3422279357910156,UGC06338,2018iby,2018iby,SN IIb,2018-11-01 12:58:18.000,19.0274,,,,,spiral
ZTF21aagtqug_1554388501715015009,ZTF21aagtqug,1554388501715015009,250.8363301,61.5948185,-999.99,NGC6223,2021bls,2021bls,SN Ia-91bg-like,2021-02-01 13:24:57.600,17.365,,,,,halo
ZTF21aadoizf_1574180973815015001,ZTF21aadoizf,1574180973815015001,108.6122394,84.3803949,2.092841863632202,NGC2268,2021aai,2021aai,SN II,2021-01-12 07:49:34.997,18.7548,SN 2021aai,,,,spiral
ZTF23aabntjw_2351220871115015015,ZTF23aabntjw,2351220871115015015,172.7873674,22.7713028,1.8516700267791748,NGC3710,2023bbp,2023bbp,SN Ia,2023-01-28 09:09:55.296,19.6751,,,,,halo
ZTF23aackjhs_2345242624215015004,ZTF23aackjhs,2345242624215015004,147.7329399,33.5536982,2.746208429336548,NGC3021,1995al,1995al,SN Ia,1995-11-01 00:00:00.000,13.0,SN 1995al,,,,spiral
ZTF19acyndbj_1140513002315015001,ZTF19acyndbj,1140513002315015001,232.6325444,82.4488941,-999.99,IC1143,2019tfk,2019tfk,SN Ia,2019-10-24 04:58:04.000,18.677,,,,,halo
ZTF22aattfmb_2123124682515015002,ZTF22aattfmb,2123124682515015002,271.3048432,46.880976,1.8210864067077637,NGC6560,2022oyp,2022oyp,SN II,2022-07-17 05:24:48.004,19.6437,,,,,spiral
ZTF18aahstvb_1885280712615010002,ZTF18aahstvb,1885280712615010002,172.4606358,24.9211928,7.259228229522705,UGC06496,,,,,,,,,,star
ZTF23aangpoz_2367469311515015029,ZTF23aangpoz,2367469311515015029,34.5511333,37.0915988,3.875279664993286,UGC01769,2023kfl,2023kfl,,2023-06-08 11:18:33.408,17.3813,,,,,spiral
ZTF19abkfqqp_1108193665015015003,ZTF19abkfqqp,1108193665015015003,49.4687613,-7.30346,2.9189443588256836,NGC1285,2019knu,2019knu,SN II,2019-07-05 09:36:00.000,17.0,SN 2019knu,,,,spiral
ZTF19aaqxosb_938194991215015013,ZTF19aaqxosb,938194991215015013,206.7156797,16.2815083,0.37919339537620544,NGC5293,2019dok,2019dok,SN II,2019-04-18 06:28:48.000,18.54,,,,,spiral
ZTF21abxtfwo_1789197713615015000,ZTF21abxtfwo,1789197713615015000,354.993617,-22.7883991,3.663898229598999,PGC072063,2021xwg,2021xwg,SN IIn,2021-09-04 08:33:17.004,18.3231,,,,,bulge
ZTF20acounxo_1502397620515015012,ZTF20acounxo,1502397620515015012,178.4605322,-5.1711893,2.497297525405884,IC2974,2020aatv,2020aatv,SN IIn,2020-11-20 11:36:30.004,19.6258,,,,,spiral
ZTF18abakqjf_2347186504815010007,ZTF18abakqjf,2347186504815010007,182.9973416,15.4012665,2.058614492416382,UGC07196,,,,,,,,,,nucleus
ZTF22aadnqsf_2009192401115015015,ZTF22aadnqsf,2009192401115015015,201.9869819,-13.416938,1.654191493988037,PGC047198,2022frq,2022frq,SN II,2022-04-02 08:30:50.996,18.8276,,,,,spiral
ZTF22aaganrm_2011232321115015006,ZTF22aaganrm,2011232321115015006,201.9869819,-13.416938,1.803227186203003,PGC047198,2022frq,2022frq,SN II,2022-04-02 08:30:50.996,18.8276,,,,,spiral
ZTF19aaskdph_2349234622915010002,ZTF19aaskdph,2349234622915010002,190.9165283,11.5526677,2.0991714000701904,NGC4649,,,,,,,,,,nucleus
