Name,RA,DEC,l,b,extinct,eff_B-V,t,type,v,e_v,dist_Hf,bt,e_bt,Bmagt,it,e_it,ut,vt,modbest,e_modbest,dist_Mpc,logd25,hl_names(pgc),appDiam_arcsec,appDiam_kpc,est_vt,est_Vmagt,Sn,Ngc,sigma_G,mu_g,vis_GCs,pc_vis_GCs,SDSSobjID,SDSSnChild,SDSSra,SDSSdec,SDSSdistance,petroMag_g,petroR50_g,petroR90_g,deVRad_g,expRad_g,petroMag_r,petroR50_r,petroR90_r,deVRad_r,expRad_r,Re_SDSS_g_calc,Re_SDSS_r_calc,Re_SDSS_g_calc_kpc,Re_SDSS_r_calc_kpc,Re_BmagCalc_kpc,Re_BmagCalc_arcsec
NGC0676,27.238854,5.9076449,147.8817385,-54.154219,0.263,0.83,0.1,S0-a,1505.8,1.3,21.5114292689732,10.161,0.462,-21.478,,,,,31.639,0.752,21.2715916757337,1.44,"2MASXJ01485731+0554215,AGC001270,ARK057,CGCG412-028,HIPASSJ0149+05,MCG+01-05-034,NGC0676,PGC006656,PGC1291146,UGC01270,UZC014618+05400",165.25372220029,17.042201544322584,9.619160737221264,-22.01983926277873,3.024548463336373,1943,3.2878,24.439,444,22.853,1237670014580359202,0,27.2388220232413,5.90761384912475,0.0026670238939868,13.06692,6.834834,21.0035,12.56072,7.345766,12.14767,5.937005,17.44683,9.847652,6.287955,7.660941727147356,6.410369931874763,0.7900536895327305,0.6610853595192633,6.347793943563797,61.55287943322301
NGC4569,189.20808,13.1633946,288.4689963,75.6233897,0.202,0.81,2.4,Sab,-220.1,2.0,-3.14428580147879,10.176,0.145,-20.194,9.02,0.077,11.473,10.674,30.37,0.35,11.8576920644465,1.96,"2MASXJ12364981+1309463,AGC007786,ALFALFA1-370,ARP076,CGCG070-192,EVCC2184,IRAS12343+1326,MCG+02-32-155,MESSIER090,NGC4569,PGC042089,UGC07786,UZC123418+13260,VCC1690,[RG2008]J189.20747+13.16294",547.2065036135458,31.457621096705005,10.674,-19.696,1.351321540686854,102,3.1594,23.17,36,35.638,,,,,,,,,,,,,,,,,,,,4.039491316348539,70.26710356772318
NGC3379,161.95665300000002,12.5816381,233.4901852,57.6328171,0.106,0.975,-4.8,E,918.9,14.9,13.1271432059152,10.227,0.173,-20.043,,,10.757,9.267,30.27,0.011,11.3240060195459,1.689,"2MASXJ10474959+1234538,CGCG066-018,GIN773,LEO1:[TT2002]02,LEO_GROUP:[FS90]025,LGG217:[G93]004,MCG+02-28-011,MESSIER105,NGC3379,NIBLES1105,PGC032256,SDSSJ104749.60+123453.9,UGC05902,UZC104512+12510",293.1914156057002,16.096290476804754,9.267,-21.003,1.6984405858116816,427,3.1443000000000003,23.07,156,36.628,1237661951318491161,0,161.956720282065,12.5817171298696,0.00616506772794349,10.85779,10.0972,28.88409,22.27222,8.704103,10.03245,10.0943,29.04618,23.79869,8.665906,10.727867372887486,10.759121989705346,0.5889629103699995,0.5906787975490365,3.076190060023362,56.032321215258676
NGC4697,192.149694,-5.8007715,301.6330594,57.0638182,0.128,0.94,-4.5,E,1240.5,3.0,17.7214285714286,10.25,0.44,-20.187,7.89,0.114,10.64,9.369,30.437,0.078,12.2292565230771,1.854,"2MASXJ12483590-0548030,GIN796,LGG314:[G93]003,MCG-01-33-010,NGC4697,PGC043276,UGCA300",428.6977956453081,25.417086339534865,9.369,-21.068,1.7514859749860534,468,3.1587000000000005,23.237,162,34.721,,,,,,,,,,,,,,,,,,,,3.2731601939603654,55.20682194647086
NGC4699,192.259104,-8.6643056,301.917169,54.2027174,0.148,0.92,2.9,SABb,1395.3,2.7,19.9328578404018,10.382,0.152,-21.426,8.585,0.071,10.742,9.53,31.808,0.355,22.9932368483722,1.601,"2MASXJ12490218-0839514,6dFJ1249022-083952,HIPASSJ1249-08,IRAS12464-0823,LGG307:[G93]005,MCG-01-33-013,NGC4699,PGC043321,UGCA301",239.41494141728523,26.68860181342833,9.53,-22.278,3.5491184976793875,2892,3.2825999999999995,24.608,615,21.294,,,,,,,,,,,,,,,,,,,,6.232655643794652,55.911167481333365
NGC4254,184.7067315,14.4167921,270.4303838,75.1900577,0.168,0.67,5.2,Sc,2407.4,8.0,34.3914271763393,10.396,0.05,-20.374,9.08,0.269,10.911,9.841,30.77,1.127,14.2560789413165,1.702,"2MASXJ12184962+1424593,AGC007345,ALFALFA1-248,CGCG098-144,CGCG099-011,EVCC0319,HIPASSJ1218+14,IRAS12162+1441,LGG285:[G93]011,MCG+03-31-099,MESSIER099,MRC1216+146,NGC4254,PGC039578,PIN-WHEEL_NEBULA,SDSSJ121849.60+142459.4,UGC07345,UZC121618+14420,VCC0307",302.1003652727428,20.87977434624765,9.841,-20.929,1.64278622301822,386,3.1774,23.57,119,31.039,,,,,,,,,,,,,,,,,,,,4.3037281378710395,62.26876885377243
NGC4579,189.431379,11.8181349,290.3969999,74.3551825,0.176,0.905,2.8,Sb,1516.9,1.8,21.6700003487723,10.438,0.096,-21.089,8.865,0.11,11.588,10.297,31.527,0.194,20.2022660164659,1.7,"2MASXJ12374359+1149051,AGC007796,CGCG070-197,EVCC0965,IRAS12351+1205,IRAS12352+1205,LGG289:[G93]047,M58,MCG+02-32-160,MESSIER058,NGC4579,PGC042168,SDSSJ123743.52+114905.4,UGC07796,UZC123512+12050,VCC1727,[RG2008]J189.43137+11.81818,[TH2002]007",300.71234017636334,29.45274617931728,10.297,-21.23,1.9011537073300813,590,3.2489,24.327,139,23.694,1237658629159518212,0,189.431381665923,11.8181956751585,0.00364986905425578,11.63253,10.17529,25.20836,14.42284,7.299471,10.72136,9.998458,25.02737,20.9858,7.11857,10.355349519627902,10.191872077031945,1.0142366649165162,0.9982251516543776,5.535451364968525,56.51692116441942
NGC3992,179.399919,53.374515,140.0917048,61.9234268,0.127,0.835,4.0,Sbc,1047.2,1.8,14.9599993024554,10.479,0.218,-21.469,8.866,0.078,10.679,9.883,31.948,0.274,24.5244903437244,1.849,"2MASXJ11573598+5322282,CGCG269-023,IRAS11549+5339,IRAS11550+5339,LGG258:[G93]006,MCG+09-20-044,MESSIER109,NGC3992,PGC037617,PGC2439331,UGC06937,UZC115500+53390",423.7905325577772,50.387835180350656,9.883,-22.065,3.110331712887273,2083,3.2869,24.748,418,20.086,,,,,,,,,,,,,,,,,,,,6.327715040343709,53.21970505823297
NGC4365,186.1169205,7.3167467,283.8058084,69.1809144,0.093,0.98,-4.8,E,1221.0,3.0,17.4428571428571,10.5,0.081,-21.307,9.01,0.1,11.681,9.433,31.807,0.049,22.9826361359976,1.709,"2MASXJ12242822+0719030,ACSVCS007,CGCG042-083,EVCC0518,GIN777,LGG289:[G93]029,MCG+01-32-048,NGC4365,PGC040375,SDSSJ122428.25+071904.0,UGC07488,UZC122154+07350,VCC0731",307.0091013241847,34.207831993665216,9.433,-22.374,3.765830576080248,3353,3.2707,24.607,711,21.214,,,,,,,,,,,,,,,,,,,,5.304082043451632,47.603176424959834
NGC5005,197.73447,37.058994,101.6131452,79.2492301,0.061,0.9,4.0,SABb,948.4,6.9,13.5485717773437,10.539,0.088,-21.121,8.582,0.064,10.849,10.709,31.66,0.05,21.4783032320395,1.683,"2MASXJ13105631+3703321,CGCG189-035,IRAS13086+3719,LGG334:[G93]003,MCG+06-29-052,NGC5005,PGC045749,PGC2092196,SDSSJ131056.27+370332.3,UGC08256,UZC130836+37190",289.16867857507646,30.111034657569903,10.709,-20.951,1.658811829508636,398,3.2520999999999995,24.46,89,22.443,,,,,,,,,,,,,,,,,,,,5.5981580438812975,53.76141944018589
NGC1398,54.717063,-26.3377639,221.5364872,-52.7839728,0.058,0.965,2.0,SBab,1399.3,4.3,19.9900006975446,10.552,0.112,-21.317,8.39,0.077,10.982,9.555,31.869,0.336,23.648298370442,1.842,"2MASXJ03385213-2620162,6dFJ0338521-262016,ESO482-022,ESOLV4820220,HIPASSJ0338-26,IRAS03367-2629,MCG-04-09-040,NGC1398,PGC013434",417.0145905532781,47.810755398306185,9.555,-22.314,3.628979933083997,3057,3.2717,24.669,633,20.715,,,,,,,,,,,,,,,,,,,,5.998040081861935,52.31605750676801
NGC4526,188.512545,7.6992614,290.1592399,70.1386088,0.096,0.975,-1.9,S0,577.1,11.4,8.24428536551339,10.553,0.088,-20.375,10.11,1.472,12.574,9.593,30.928,0.031,15.3320384350214,1.842,"2MASXJ12340302+0741569,ACSVCS008,AGC007718,CGCG042-155,EVCC0884,IRAS12315+0758,LGG288:[G93]012,MCG+01-32-100,NGC4526,PGC041772,SDSSJ123402.98+074157.4,SDSSJ123402.98+074157.5,UGC07718,UZC123130+07580,VCC1535",417.0145905532781,30.997424334363917,9.593,-21.335,2.011919790785328,688,3.1775,23.728,201,29.273,1237661976011866148,0,188.512442977001,7.69930742887053,0.00666527462929052,10.75289,18.86299,52.03683,29.67712,11.58114,9.911301,18.59671,52.34016,29.6727,12.94007,19.71535602855857,19.600800136959556,1.4654769175089855,1.4569617776018067,3.549419502736076,47.751055206041485
NGC4535,188.584509,8.1979829,290.071115,70.6415277,0.084,0.72,5.0,Sc,1962.1,1.1,28.0299996512277,10.564,0.126,-20.309,9.958,1.213,14.56,9.895,30.873,0.023,14.9485764983778,1.911,"2MASXJ12342031+0811519,AGC007727,CGCG042-159,EVCC0892,HIPASSJ1234+08,IRAS12317+0828,IRAS12318+0828,LGG296:[G93]003,MCG+01-32-104,NGC4535,PGC041812,SDSSJ123420.28+081152.7,UGC07727,UZC123148+08280,VCC1555",488.8225704125038,35.42627972726824,9.895,-20.978,1.6790797254269592,413,3.1709000000000005,23.673,122,29.774,1237659343736406077,0,188.584518343161,8.19800244174534,0.00129716543224818,12.77881,28.10515,62.63116,16.13531,17.85322,11.93124,28.4354,65.21773,24.62635,18.13156,28.30585806886677,28.695048381360163,2.0514012784266815,2.0796069418147263,4.206372404300285,58.04080435800372
NGC1232,47.439399,-20.5790414,208.7725912,-57.8090732,0.113,0.73,5.0,SABc,1610.0,15.6,23.0,10.565,0.077,-20.432,9.254,0.128,10.565,10.107,30.997,0.285,15.8270490436451,1.832,"2MASXJ03094551-2034454,6dFJ0309454-203445,AGC022364,ARP041,ESO547-014,ESOLV5470140,HIPASSJ0309-20,IRAS03075-2046,MCG-04-08-032,NGC1232,PGC011819",407.5221795703108,31.26983987798441,10.107,-20.89,1.6154462489374737,366,3.1832000000000003,23.797,104,28.531,,,,,,,,,,,,,,,,,,,,4.392500193091627,57.244976611216764
NGC4621,190.509333,11.6472733,294.3632245,74.3623888,0.14,0.975,-4.8,E,438.3,12.7,6.26142839704241,10.567,0.076,-20.276,8.917,0.187,11.818,9.559,30.843,0.047,14.7434826278526,1.658,"2MASXJ12420232+1138489,ACSVCS009,CGCG070-223,EVCC2207,M59,MCG+02-32-183,MESSIER059,NGC4621,PGC042628,SDSSJ124202.25+113848.8,UGC07858,UZC123930+11550,VCC1903,[RG2008]J190.50940+11.64691,[TH2002]008",272.9928360900291,19.51307849815313,9.559,-21.284,1.9567389461213909,638,3.1676,23.643,192,30.106,,,,,,,,,,,,,,,,,,,,3.401154730518338,47.58300316134632
NGC4753,193.091586,-1.1995791,303.4209369,61.6712817,0.144,0.985,-1.3,S0-a,1242.8,73.4,17.7542864118304,10.572,0.165,-20.928,8.693,0.22,11.751,9.664,31.5,0.14,19.9526231496888,1.812,"2MASXJ12522211-0111588,CGCG015-029,EVCC2237,IRAS12498-0055,LGG315:[G93]003,MCG+00-33-016,NGC4753,PGC043671,SDSSJ125222.06-011158.4,UGC08009,UZC124948-00560,[FN2007]1275",389.18066012894303,37.64659563522613,9.664,-21.836,2.700627997252468,1465,3.2328,24.3,347,23.697,,,,,,,,,,,,,,,,,,,,4.5047277490179045,46.568697367777936
NGC1395,54.623766,-23.0274404,216.2115164,-52.1207016,0.1,0.985,-4.9,E,1701.4,12.4,24.3057146344866,10.598,0.159,-21.289,9.05,0.071,11.178,9.655,31.887,0.16,23.8451372237126,1.683,"2MASXJ03382978-2301396,6dFJ0338297-230139,ESO482-019,ESOLV4820190,LGG097:[G93]009,MCG-04-09-039,NGC1395,PGC013419",289.16867857507646,33.42916549789029,9.655,-22.232,3.4495022092003182,2694,3.2689000000000004,24.687,552,20.497,,,,,,,,,,,,,,,,,,,,5.263092114028755,45.52675393373636
NGC4125,182.0248725,65.1741769,130.1898211,51.3390977,0.082,0.935,-4.8,E,1389.0,27.1,19.8428571428571,10.639,0.083,-21.234,,,11.129,9.709,31.873,0.234,23.6918971292632,1.769,"2MASXJ12080601+6510268,CGCG315-019,IRAS12055+6527,IRAS12056+6527,LGG274:[G93]002,MCG+11-15-027,NGC4125,PGC038524,SDSSJ120805.88+651027.5,UGC07118,UZC120536+65270",352.493611517866,40.487927582497015,9.709,-22.164,3.3071792392038333,2426,3.2634,24.673,499,20.586,1237654610141446181,0,182.024534475172,65.1743375423332,0.0128613071703248,11.1273,16.28693,46.37678,29.67933,16.98047,10.24664,16.65962,48.17895,29.67257,16.83323,17.26303103584154,17.807767641985947,1.9828567883084174,2.0454260251412166,5.139797439219102,44.74780187573346
NGC4552,188.9160405,12.5562424,287.9332108,74.9667268,0.178,1.0,-4.6,E,323.1,4.1,4.61571437290737,10.678,0.086,-20.299,9.05,0.175,12.119,10.078,30.977,0.047,15.6819424799494,1.91,"2MASXJ12353988+1233217,ACSVCS010,CGCG070-184,EVCC2176,M89,MCG+02-32-149,MESSIER089,NGC4552,PGC041968,SDSSJ123539.80+123322.8,UGC07760,UZC123306+12500,VCC1632,[RG2008]J188.91587+12.55634,[TH2002]009",487.6983096984594,37.07879107099988,10.078,-20.899,1.6216348171085428,371,3.1699,23.777,106,28.66,,,,,,,,,,,,,,,,,,,,3.435038097733766,45.181146030535714
NGC4494,187.8501255,25.7749722,228.5963267,85.3157841,0.09,0.91,-4.8,E,1320.1,13.2,18.8585710797991,10.683,0.088,-20.431,,,11.133,9.803,31.114,0.137,16.7032147229697,1.638,"2MASXJ12312403+2546299,CGCG129-005,GIN784,LGG294:[G93]001,MCG+04-30-002,NGC4494,PGC041441,UGC07662,UZC122854+26030",260.70613450294286,21.11182480885305,9.803,-21.311,1.9856250683827736,664,3.1831000000000005,23.914,181,27.384,,,,,,,,,,,,,,,,,,,,3.6361306531885975,44.90192466654711
NGC1407,55.0496505,-18.5804571,209.6364676,-50.3836936,0.296,1.03,-4.5,E,1791.4,12.3,25.5914289202009,10.692,0.186,-21.527,8.755,0.075,,9.646,32.219,0.243,27.7843572197159,1.777,"2MASXJ03401190-1834493,ESO548-067,ESOLV5480670,LGG100:[G93]004,MCG-03-10-030,NGC1400_GROUP:[FS90]055,NGC1407,NGC1407:[TT2002]01,PGC013505",359.04695703619177,48.36442883157851,9.646,-22.573,4.253987896071521,4549,3.2927,25.019,815,17.927,,,,,,,,,,,,,,,,,,,,5.831631895794063,43.292761587891135
NGC5033,198.364629,36.5937669,98.0590961,79.4480041,0.05,0.75,5.0,Sc,875.7,3.0,12.5100001743862,10.699,0.128,-20.141,8.833,0.117,,10.684,30.84,0.09,14.7231260589112,1.993,"2MASXJ13132753+3635371,CGCG189-043,IRAS13111+3651,LGG334:[G93]005,MCG+06-29-062,NGC5033,NIBLES1815,PGC045948,SDSSJ131327.49+363538.0,UGC08307,UZC131112+36510",590.4066634566803,42.143028299003056,10.684,-20.156,1.3342126144293616,154,3.1541,23.64,46,30.156,1237664844511117384,0,198.36456197709,36.5938991012002,0.00856400558036522,11.80235,20.63422,63.27473,26.14605,16.92986,10.84327,20.87523,64.87999,26.50684,11.56295,23.078540399482268,23.686424565839285,1.6473384217257039,1.6907289882808176,3.9648258138330124,55.545594951643324
NGC3631,170.262,53.169556,149.5307966,59.0392565,0.071,0.61,5.1,Sc,1163.2,3.5,16.6171421595982,10.711,0.315,-20.807,,,,10.421,31.518,0.785,20.118700699921,1.57,"2MASXJ11210294+5310099,ARP027,CGCG268-021,IRAS11181+5326,IRAS11182+5326,LGG241:[G93]001,MCG+09-19-047,NGC3631,NIBLES1222,PGC034767,SDSSJ112102.88+531010.4,UGC06360,UZC111812+53270,VV363",222.9211374583036,21.743309064599217,10.421,-21.097,1.7764294336982402,487,3.2207,24.318,114,23.51,,,,,,,,,,,,,,,,,,,,5.012348624534202,51.38861124583492
NGC5866,226.6229835,55.7632193,92.033958,52.4892837,0.058,0.925,-1.3,S0-a,674.4,9.7,9.63428606305804,10.736,0.082,-20.059,9.229,0.356,11.116,11.271,30.795,0.141,14.421154021931,1.8,"2MASXJ15062956+5545479,CGCG274-016,EGISJ150629.4+554547,EONJ226.622+55.763,IRAS15051+5557,LGG396:[G93]001,MCG+09-25-017,MESSIER102,NGC5866,PGC053933,UGC09723,UZC150506+55570",378.574406688116,26.468280258941004,11.271,-19.524,1.388861804117255,89,3.1459,23.595,27,30.426,1237671766924263460,0,226.622086560063,55.7627179019108,0.0426825641813482,10.8573,22.03243,54.94746,29.66844,29.86923,10.09833,21.24818,54.74564,29.66633,26.58391,22.445319282202394,21.77598470812138,1.5692793563622454,1.5224823865175026,3.097476813556274,44.3030463426557
NGC0613,23.575806,-29.4184424,229.0771079,-80.292381,0.084,0.78,4.0,Sbc,1483.5,3.0,21.1928571428571,10.743,0.107,-21.247,8.93,0.071,10.803,10.35,31.99,0.347,25.0034509815009,1.731,"2MASXJ01341823-2925065,6dFJ0134182-292506,DUKST413-001,ESO413-011,ESOLV4130110,HIPASSJ0134-29,IRAS01319-2940,MCG-05-04-044,NGC0613,PGC005849,VV824",322.96186950977307,39.14944984937581,10.35,-21.64,2.3984744919328023,1086,3.2647000000000004,24.79,211,19.492,,,,,,,,,,,,,,,,,,,,5.85204774242727,48.276241087073444
NGC3585,168.3212415,-26.7548771,277.2463762,31.1754499,0.276,0.995,-4.8,E,1371.2,22.9,19.5885707310268,10.814,0.2,-20.673,,,11.334,9.692,31.487,0.18,19.8335247438763,1.82,"2MASXJ11131710-2645179,6dFJ1113171-264518,ESO502-025,ESOLV5020250,LGG230:[G93]004,MCG-04-27-004,NGC3585,PGC034160",396.41606880455765,38.11760555356151,9.692,-21.795,2.6338039126068225,1375,3.2073,24.287,327,23.79,,,,,,,,,,,,,,,,,,,,4.0358715583360745,41.97231998498987
NGC4450,187.1229825,17.0848985,273.9104476,78.641969,0.121,0.905,2.4,Sab,1954.2,3.3,27.9171421595982,10.815,0.075,-20.415,9.188,0.26,12.14,10.87,31.23,0.675,17.6197567497309,1.737,"2MASXJ12282963+1705058,AGC007594,CGCG099-062,EVCC2124,IRAS12259+1721,MCG+03-32-048,NGC4450,PGC041024,SDSSJ122829.58+170506.0,UGC07594,UZC122554+17210,VCC1110",327.45471665476265,27.97213513688204,10.87,-20.36,1.370866918301772,190,3.1815,24.03,49,25.941,1237668589723910186,0,187.123280718592,17.0850107039513,0.01838076670714,11.64973,18.17716,44.72651,25.65577,11.38471,10.76749,18.65441,45.17996,25.14105,12.79872,18.480481676362714,18.92606781664659,1.5786565425805164,1.6167198078114247,4.3662927700628815,51.11383721178642
NGC2768,137.906052,60.0373225,155.4946526,40.5634016,0.198,0.96,-4.4,E,1397.8,11.2,19.9685721261161,10.818,0.121,-20.924,8.73,0.1,11.278,11.069,31.742,0.226,22.3048915497037,1.751,"2MASXJ09113750+6002139,CGCG288-026,LGG167:[G93]003,MCG+10-13-065,NGC2768,PGC025915,PGC2597211,SDSSJ091137.39+600214.8,UGC04821,UZC090742+60150",338.1825934955726,36.57007282823688,11.069,-20.673,1.4875462017579366,276,3.2324,24.542,59,21.659,,,,,,,,,,,,,,,,,,,,4.496968276386193,41.58581804631638
NGC0908,35.7689085,-21.2338217,202.1391587,-68.3224768,0.108,0.76,5.1,SABc,1507.3,1.9,21.5328578404018,10.82,0.073,-20.436,9.308,0.095,10.82,10.314,31.256,0.094,17.8320019826737,1.788,"2MASXJ02230456-2114018,6dFJ0223046-211402,AGC021831,ESO545-011,ESOLV5450110,HIPASSJ0223-21,IRAS02207-2127,LGG056:[G93]006,MCG-04-06-035,NGC0908,PGC009057,UGCA029",368.2572030988765,31.836536376957007,10.314,-20.942,1.6522030311043636,393,3.1836,24.056,101,25.853,,,,,,,,,,,,,,,,,,,,4.398689471264524,50.880191953317556
NGC3893,177.1591125,48.7107662,148.1551485,65.227455,0.092,0.89,5.1,SABc,961.8,6.2,13.7399998256138,10.824,0.248,-20.461,9.686,0.036,,10.63,31.285,0.327,18.0717399902203,1.43,"2MASXJ11483820+4842388,CGCG243-008,IRAS11460+4859,KPG302A,LGG258:[G93]016,MCG+08-22-007,NGC3893,PGC036875,PGC2323609,UGC06778,UZC114600+48590",161.49208823561491,14.148997789599532,10.63,-20.655,1.478725769362086,270,3.1861,24.085,68,25.548,1237658203435499566,0,177.159007233244,48.7108985959646,0.00897066441142894,11.37264,24.02597,57.04974,29.66445,22.05066,10.94617,22.3705,56.24701,29.67313,20.53273,24.32121073470378,22.820279976459506,2.1308830710247575,1.9993802450178504,4.4375705338259674,50.64899598239821
NGC4038,180.470898,-18.8682165,286.9589455,42.4613953,0.201,0.705,8.9,SBm,1634.0,6.8,23.3428571428571,10.85,0.109,-21.095,9.47,0.093,10.66,10.2,31.945,0.044,24.4906289765675,1.734,"2MASXJ12015300-1852033,6dFJ1201530-185204,ARP244:,ESO572-047,ESOLV5720470,ESOLV5720481,HIPASSJ1201-18,IRAS11593-1835,LGG263:[G93]008,MCG-03-31-014,MRC1159-185,NGC4038,PGC037967,UGCA264,VV245:",325.2005342409743,38.612297903557256,10.2,-21.745,2.5549248003811726,1274,3.2495000000000003,24.745,253,19.886,,,,,,,,,,,,,,,,,,,,5.547155125705819,46.71925547924717
NGC3607,169.2276675,18.0518559,230.5995552,66.422319,0.091,0.93,-3.2,E-S0,930.1,3.1,13.2871425083705,10.931,0.17,-20.836,,,11.411,10.001,31.767,0.17,22.5631660574292,1.662,"2MASXJ11165465+1803065,CGCG096-021,KPG278A,MCG+03-29-020,NGC3607,PGC034426,UGC06297,UZC111418+18190",275.5188077021211,30.138785591970823,10.001,-21.766,2.587706243127741,1316,3.2236,24.567,279,21.216,,,,,,,,,,,,,,,,,,,,4.329601008300412,39.5797801471677
NGC4548,188.8603635,14.4960731,285.6941751,76.8294022,0.165,0.88,3.1,Sb,481.1,2.4,6.87285723005022,10.935,0.065,-20.034,9.193,0.21,11.891,10.964,30.969,0.033,15.6242785346481,1.744,"2MASXJ12352642+1429467,AGC007753,ALFALFA1-361,CGCG099-096,EVCC2174,HIPASSJ1235+14,IRAS12328+1446,IRAS12329+1446,MCG+03-32-075,MESSIER091,NGC4548,PGC041934,PGC3096162,SDSSJ123526.44+142946.7,UGC07753,UZC123254+14460,VCC1615,[RG2008]J188.86022+14.49634",332.77542777474645,25.20726237141207,10.964,-20.005000000000003,1.3253842562191949,133,3.1434,23.769,37,28.457,,,,,,,,,,,,,,,,,,,,3.8182652980913474,50.40709495573198
NGC0988,38.865498,-9.3559501,181.9584954,-59.6962533,0.117,0.475,5.9,Sc,1505.9,2.6,21.5128574916295,10.939,0.736,-20.045,7.03,0.1,10.769,11.205,30.984,0.221,15.7325764374282,1.636,"2MASXJ02352772-0921216,2MFGC02040,6dFJ0235277-092122,AGC420152,HIPASSJ0235-09,IRAS02330-0934,LGG071:[G93]013,MCG-02-07-037,NGC0988,NIBLES0317,PGC009843,UGCA035,[BFK2006]GEMS-N1052-08",259.5082986210052,19.793635101456413,11.205,-19.779000000000003,1.3388868982741542,109,3.1445,23.784,31,28.524,1237653500433399861,0,38.8655221552649,-9.35624748587802,0.0179003659074323,12.77,40.47489,81.91122,29.67407,59.33971,12.18917,36.84189,80.18974,29.67104,49.03418,40.60218027000303,37.057134566390026,3.0968749163651705,2.826481478281792,3.8330789562232312,50.254326368595024
NGC3675,171.5342745,43.5864893,163.6611043,66.189926,0.085,0.94,3.0,Sb,767.5,3.1,10.9642857142857,10.956,0.159,-20.306,8.677,0.09,,10.09,31.262,0.1,17.8813303247998,1.771,"2MASXJ11260858+4335093,2MIG1581,CGCG214-005,IRAS11234+4351,MCG+07-24-004,NGC3675,PGC035164,UGC06439,UZC112324+43520",354.12064810310653,30.6990923499568,10.09,-21.172,1.8446557196548383,542,3.1706000000000003,24.062,139,25.686,,,,,,,,,,,,,,,,,,,,4.201932617608285,48.47019856061389
NGC2655,133.909989,78.2234475,134.9228383,32.6888947,0.135,0.92,0.1,S0-a,1385.1,8.6,19.7871425083705,10.979,0.078,-20.937,,,11.409,10.394,31.916,0.664,24.165738589832,1.594,"2MASXJ08553773+7813230,ARP225,CGCG349-033,CGCG350-007,IRAS08491+7824,LGG165:[G93]003,MCG+13-07-010,NGC2655,PGC025069,PGC2775931,UGC04637,UZC084900+78250",235.58696123975997,27.601061355503468,10.394,-21.522,2.237177539511777,908,3.2337,24.716,181,19.952,,,,,,,,,,,,,,,,,,,,5.247053469790116,44.78586408286486
NGC4414,186.612942,31.2235137,174.5389036,83.1819736,0.084,0.785,5.2,Sc,732.6,9.0,10.465713936942,10.99,0.07,-20.117,9.07,0.094,11.15,10.196,31.107,0.021,16.6494568488284,1.29,"2MASXJ12262708+3113247,AGC007539,ARK365,CGCG158-108,IRAS12239+3129,KUG1223+315,LGG279:[G93]011,MCG+05-29-085,NGC4414,PGC040692,PGC1937346,SDSSJ122627.12+311324.5,UGC07539,UZC122400+31300",116.99067598548272,9.443343327930378,10.196,-20.911,1.6299986364959975,377,3.1517,23.907,102,27.266,,,,,,,,,,,,,,,,,,,,3.931470538440605,48.70577929204429
NGC4278,185.028264,29.28064,193.7839398,82.7726496,0.127,1.018,-4.8,E,621.2,6.0,8.87428588867187,11.04,0.132,-20.295,,,11.628,10.215,31.335,0.113,18.4926783929715,1.461,"2MASXJ12200679+2916502,2MASXJ12200682+2916498,AGC007386,CGCG158-077,COMA1:[TT2002]02,IRAS12175+2933,LGG279:[G93]017,MCG+05-29-062,NGC4278,PGC039764,SDSSJ122006.82+291650.5,UGC07386,UZC121736+29330,[WTK2001]J122006.76+291649.8",173.44079294192858,15.54982572950838,10.215,-21.12,1.7967791845080685,504,3.1695,24.135,125,24.934,1237665440975159301,0,185.028466902114,29.280738314708,0.0121471551141035,11.10712,15.73934,50.6803,24.56624,13.13937,10.27249,15.65397,51.91196,19.12325,13.36392,18.741273893947614,19.704372793190423,1.680247985820987,1.7665945700903596,3.4291211843056355,38.24798474566172
NGC5322,207.313452,60.1904759,110.2792641,55.4949111,0.06,0.895,-4.8,E,1801.1,4.0,25.7299996512277,11.049,0.219,-21.395,,,11.519,10.139,32.444,0.21,30.8176876309757,1.75,"2MASXJ13491520+6011254,CGCG295-017,LGG360:[G93]003,MCG+10-20-035,NGC5322,PGC049044,SDSSJ134915.25+601126.0,UGC08745,UZC134736+60260",337.40479511420943,50.41105171029047,10.139,-22.305000000000003,3.608857249556991,3015,3.2795,25.244000000000003,485,16.113,1237655464310341655,0,207.31362625665,60.190580013486,0.00812633151308704,11.40232,12.67825,36.50621,26.62778,10.72308,10.61714,12.59402,36.7023,24.94314,10.64839,13.518384395000322,13.524647179702582,2.019757823967112,2.020693535516111,5.509119348185591,36.872932062927916
